t, c	M(t), рад	E(t), рад	Theta(t), рад	
3261	0.474293	1.04105	1.79949
3262	0.474439	1.04126	1.79973
3263	0.474584	1.04149	1.79999
3264	0.47473	1.04171	1.80024
3265	0.474875	1.04191	1.80047
3266	0.47502	1.04215	1.80073
3267	0.475166	1.04236	1.80097
3268	0.475311	1.04257	1.80121
3269	0.475457	1.04278	1.80145
3270	0.475602	1.04302	1.80171
3271	0.475748	1.04322	1.80194
3272	0.475893	1.04344	1.80218
3273	0.476039	1.04367	1.80245
3274	0.476184	1.04387	1.80268
3275	0.476329	1.04409	1.80292
3276	0.476475	1.04432	1.80318
3277	0.47662	1.04454	1.80343
3278	0.476766	1.04475	1.80366
3279	0.476911	1.04496	1.8039
3280	0.477057	1.04519	1.80416
3281	0.477202	1.0454	1.80439
3282	0.477348	1.04562	1.80464
3283	0.477493	1.04584	1.80489
3284	0.477638	1.04606	1.80514
3285	0.477784	1.04627	1.80537
3286	0.477929	1.04648	1.80561
3287	0.478075	1.04672	1.80587
3288	0.47822	1.04692	1.8061
3289	0.478366	1.04713	1.80634
3290	0.478511	1.04734	1.80658
3291	0.478657	1.04757	1.80683
3292	0.478802	1.04779	1.80708
3293	0.478947	1.048	1.80731
3294	0.479093	1.04821	1.80755
3295	0.479238	1.04844	1.80781
3296	0.479384	1.04865	1.80804
3297	0.479529	1.04887	1.80829
3298	0.479675	1.0491	1.80854
3299	0.47982	1.04929	1.80876
3300	0.479966	1.04952	1.80902
3301	0.480111	1.04973	1.80925
3302	0.480256	1.04994	1.80949
3303	0.480402	1.05017	1.80975
3304	0.480547	1.05038	1.80998
3305	0.480693	1.0506	1.81022
3306	0.480838	1.05082	1.81048
3307	0.480984	1.05102	1.81069
3308	0.481129	1.05125	1.81095
3309	0.481275	1.05145	1.81118
3310	0.48142	1.05167	1.81142
3311	0.481565	1.0519	1.81168
3312	0.481711	1.05212	1.81193
3313	0.481856	1.05232	1.81216
3314	0.482002	1.05253	1.81239
3315	0.482147	1.05274	1.81263
3316	0.482293	1.05298	1.81289
3317	0.482438	1.05318	1.81312
3318	0.482584	1.0534	1.81336
3319	0.482729	1.05363	1.81361
3320	0.482874	1.05382	1.81383
3321	0.48302	1.05405	1.81409
3322	0.483165	1.05426	1.81432
3323	0.483311	1.05447	1.81456
3324	0.483456	1.0547	1.81482
3325	0.483602	1.05491	1.81504
3326	0.483747	1.05513	1.81529
3327	0.483893	1.05533	1.81552
3328	0.484038	1.05555	1.81576
3329	0.484183	1.05578	1.81602
3330	0.484329	1.05599	1.81624
3331	0.484474	1.05619	1.81647
3332	0.48462	1.05641	1.81672
3333	0.484765	1.05662	1.81696
3334	0.484911	1.05683	1.81718
3335	0.485056	1.05706	1.81744
3336	0.485202	1.05727	1.81767
3337	0.485347	1.05749	1.81792
3338	0.485492	1.05771	1.81817
3339	0.485638	1.05791	1.81838
3340	0.485783	1.05814	1.81864
3341	0.485929	1.05834	1.81887
3342	0.486074	1.05856	1.81911
3343	0.48622	1.05877	1.81934
3344	0.486365	1.059	1.81959
3345	0.486511	1.05921	1.81984
3346	0.486656	1.05942	1.82007
3347	0.486801	1.05962	1.82029
3348	0.486947	1.05984	1.82053
3349	0.487092	1.06007	1.82079
3350	0.487238	1.06028	1.82102
3351	0.487383	1.0605	1.82126
3352	0.487529	1.0607	1.82149
3353	0.487674	1.06091	1.82173
3354	0.48782	1.06112	1.82195
3355	0.487965	1.06135	1.82221
3356	0.48811	1.06156	1.82244
3357	0.488256	1.06178	1.82268
3358	0.488401	1.06198	1.82291
3359	0.488547	1.0622	1.82315
3360	0.488692	1.0624	1.82337
3361	0.488838	1.06263	1.82363
3362	0.488983	1.06285	1.82388
3363	0.489129	1.06306	1.8241
3364	0.489274	1.06326	1.82433
3365	0.489419	1.06348	1.82457
3366	0.489565	1.06368	1.82479
3367	0.48971	1.06392	1.82505
3368	0.489856	1.06413	1.82529
3369	0.490001	1.06434	1.82552
3370	0.490147	1.06454	1.82575
3371	0.490292	1.06476	1.82598
3372	0.490438	1.06496	1.82621
3373	0.490583	1.0652	1.82647
3374	0.490728	1.06542	1.82671
3375	0.490874	1.06562	1.82694
3376	0.491019	1.06583	1.82717
3377	0.491165	1.06604	1.8274
3378	0.49131	1.06625	1.82763
3379	0.491456	1.06648	1.82789
3380	0.491601	1.06667	1.8281
3381	0.491747	1.0669	1.82835
3382	0.491892	1.06711	1.82858
3383	0.492037	1.06731	1.82881
3384	0.492183	1.06753	1.82905
3385	0.492328	1.06776	1.8293
3386	0.492474	1.06795	1.82951
3387	0.492619	1.06818	1.82977
3388	0.492765	1.06839	1.82999
3389	0.49291	1.06859	1.83022
3390	0.493056	1.06881	1.83046
3391	0.493201	1.06902	1.83069
3392	0.493346	1.06923	1.83092
3393	0.493492	1.06944	1.83115
3394	0.493637	1.06967	1.83141
3395	0.493783	1.06987	1.83163
3396	0.493928	1.07009	1.83187
3397	0.494074	1.0703	1.8321
3398	0.494219	1.0705	1.83233
3399	0.494365	1.07072	1.83256
3400	0.49451	1.07093	1.83279
3401	0.494655	1.07116	1.83304
3402	0.494801	1.07135	1.83325
3403	0.494946	1.07158	1.83351
3404	0.495092	1.07178	1.83374
3405	0.495237	1.07199	1.83396
3406	0.495383	1.07221	1.8342
3407	0.495528	1.07241	1.83443
3408	0.495674	1.07263	1.83466
3409	0.495819	1.07283	1.83489
3410	0.495964	1.07307	1.83514
3411	0.49611	1.07327	1.83537
3412	0.496255	1.07349	1.83561
3413	0.496401	1.0737	1.83583
3414	0.496546	1.0739	1.83606
3415	0.496692	1.07411	1.83628
3416	0.496837	1.07432	1.83653
3417	0.496983	1.07453	1.83675
3418	0.497128	1.07474	1.83698
3419	0.497273	1.07495	1.83721
3420	0.497419	1.07518	1.83747
3421	0.497564	1.07539	1.83769
3422	0.49771	1.07561	1.83793
3423	0.497855	1.07581	1.83816
3424	0.498001	1.07602	1.83838
3425	0.498146	1.07622	1.8386
3426	0.498292	1.07644	1.83884
3427	0.498437	1.07665	1.83907
3428	0.498582	1.07686	1.8393
3429	0.498728	1.07706	1.83953
3430	0.498873	1.0773	1.83978
3431	0.499019	1.0775	1.84001
3432	0.499164	1.07772	1.84025
3433	0.49931	1.07793	1.84047
3434	0.499455	1.07813	1.8407
3435	0.4996	1.07834	1.84092
3436	0.499746	1.07856	1.84116
3437	0.499891	1.07876	1.84138
3438	0.500037	1.07897	1.84161
3439	0.500182	1.07918	1.84184
3440	0.500328	1.07938	1.84207
3441	0.500473	1.07962	1.84232
3442	0.500619	1.07981	1.84253
3443	0.500764	1.08001	1.84275
3444	0.500909	1.08025	1.84301
3445	0.501055	1.08045	1.84323
3446	0.5012	1.08067	1.84347
3447	0.501346	1.08088	1.84369
3448	0.501491	1.08108	1.84392
3449	0.501637	1.08129	1.84414
3450	0.501782	1.0815	1.84438
3451	0.501928	1.08171	1.84461
3452	0.502073	1.08192	1.84483
3453	0.502218	1.08213	1.84506
3454	0.502364	1.08233	1.84529
3455	0.502509	1.08254	1.84551
3456	0.502655	1.08276	1.84575
3457	0.5028	1.08296	1.84597
3458	0.502946	1.08317	1.84619
3459	0.503091	1.0834	1.84645
3460	0.503237	1.08361	1.84667
3461	0.503382	1.08383	1.84691
3462	0.503527	1.08403	1.84713
3463	0.503673	1.08424	1.84736
3464	0.503818	1.08444	1.84758
3465	0.503964	1.08466	1.84782
3466	0.504109	1.08487	1.84804
3467	0.504255	1.08507	1.84826
3468	0.5044	1.08528	1.84849
3469	0.504546	1.08549	1.84873
3470	0.504691	1.0857	1.84895
3471	0.504836	1.0859	1.84917
3472	0.504982	1.08612	1.8494
3473	0.505127	1.08633	1.84963
3474	0.505273	1.08653	1.84986
3475	0.505418	1.08675	1.85009
3476	0.505564	1.08695	1.85031
3477	0.505709	1.08716	1.85053
3478	0.505855	1.08739	1.85079
3479	0.506	1.08758	1.85099
3480	0.506145	1.08779	1.85122
3481	0.506291	1.08799	1.85144
3482	0.506436	1.08823	1.85169
3483	0.506582	1.08843	1.85191
3484	0.506727	1.08862	1.85212
3485	0.506873	1.08885	1.85237
3486	0.507018	1.08906	1.8526
3487	0.507164	1.08926	1.85282
3488	0.507309	1.08946	1.85302
3489	0.507454	1.08969	1.85328
3490	0.5076	1.08989	1.8535
3491	0.507745	1.0901	1.85372
3492	0.507891	1.09032	1.85396
3493	0.508036	1.09052	1.85418
3494	0.508182	1.09073	1.8544
3495	0.508327	1.09093	1.85462
3496	0.508473	1.09115	1.85486
3497	0.508618	1.09136	1.85508
3498	0.508763	1.09156	1.85531
3499	0.508909	1.09177	1.85553
3500	0.509054	1.09199	1.85576
3501	0.5092	1.09219	1.85599
3502	0.509345	1.0924	1.85621
3503	0.509491	1.0926	1.85643
3504	0.509636	1.09281	1.85665
3505	0.509782	1.09303	1.85689
3506	0.509927	1.09323	1.85711
3507	0.510072	1.09344	1.85733
3508	0.510218	1.09364	1.85755
3509	0.510363	1.09386	1.85779
3510	0.510509	1.09407	1.85801
3511	0.510654	1.09427	1.85823
3512	0.5108	1.09448	1.85845
3513	0.510945	1.09469	1.85869
3514	0.511091	1.0949	1.85891
3515	0.511236	1.0951	1.85913
3516	0.511381	1.09531	1.85935
3517	0.511527	1.0955	1.85956
3518	0.511672	1.09573	1.85981
3519	0.511818	1.09594	1.86003
3520	0.511963	1.09614	1.86025
3521	0.512109	1.09635	1.86047
3522	0.512254	1.09654	1.86068
3523	0.5124	1.09677	1.86093
3524	0.512545	1.09698	1.86115
3525	0.51269	1.09718	1.86137
3526	0.512836	1.09737	1.86158
3527	0.512981	1.09758	1.8618
3528	0.513127	1.09781	1.86205
3529	0.513272	1.09802	1.86227
3530	0.513418	1.09821	1.86247
3531	0.513563	1.09841	1.86269
3532	0.513709	1.09862	1.86292
3533	0.513854	1.09883	1.86314
3534	0.513999	1.09904	1.86337
3535	0.514145	1.09925	1.86359
3536	0.51429	1.09945	1.86381
3537	0.514436	1.09966	1.86404
3538	0.514581	1.09987	1.86426
3539	0.514727	1.10007	1.86448
3540	0.514872	1.10028	1.8647
3541	0.515018	1.1005	1.86493
3542	0.515163	1.1007	1.86515
3543	0.515308	1.10091	1.86537
3544	0.515454	1.10111	1.86559
3545	0.515599	1.10133	1.86583
3546	0.515745	1.10154	1.86605
3547	0.51589	1.10174	1.86627
3548	0.516036	1.10195	1.86649
3549	0.516181	1.10215	1.86671
3550	0.516327	1.10234	1.86691
3551	0.516472	1.10258	1.86716
3552	0.516617	1.10278	1.86738
3553	0.516763	1.10299	1.8676
3554	0.516908	1.10318	1.86781
3555	0.517054	1.10338	1.86803
3556	0.517199	1.10359	1.86825
3557	0.517345	1.1038	1.86847
3558	0.51749	1.104	1.86869
3559	0.517636	1.10421	1.86891
3560	0.517781	1.10442	1.86914
3561	0.517926	1.10463	1.86937
3562	0.518072	1.10484	1.86958
3563	0.518217	1.10504	1.8698
3564	0.518363	1.10525	1.87002
3565	0.518508	1.10547	1.87026
3566	0.518654	1.10567	1.87048
3567	0.518799	1.10588	1.8707
3568	0.518945	1.10608	1.87092
3569	0.51909	1.10627	1.87112
3570	0.519235	1.10648	1.87134
3571	0.519381	1.10668	1.87156
3572	0.519526	1.10689	1.87178
3573	0.519672	1.1071	1.872
3574	0.519817	1.1073	1.87222
3575	0.519963	1.10751	1.87244
3576	0.520108	1.10773	1.87267
3577	0.520254	1.10793	1.87289
3578	0.520399	1.10814	1.87311
3579	0.520544	1.10834	1.87333
3580	0.52069	1.10853	1.87353
3581	0.520835	1.10874	1.87375
3582	0.520981	1.10894	1.87397
3583	0.521126	1.10915	1.87419
3584	0.521272	1.10936	1.87441
3585	0.521417	1.10956	1.87463
3586	0.521563	1.10977	1.87485
3587	0.521708	1.10999	1.87508
3588	0.521853	1.11019	1.8753
3589	0.521999	1.1104	1.87552
3590	0.522144	1.1106	1.87574
3591	0.52229	1.11079	1.87594
3592	0.522435	1.111	1.87616
3593	0.522581	1.1112	1.87638
3594	0.522726	1.11141	1.8766
3595	0.522872	1.11162	1.87682
3596	0.523017	1.11182	1.87704
3597	0.523162	1.11203	1.87726
3598	0.523308	1.11225	1.87749
3599	0.523453	1.11245	1.87771
3600	0.523599	1.11266	1.87793
3601	0.523744	1.11286	1.87814
3602	0.52389	1.11307	1.87836
3603	0.524035	1.11326	1.87856
3604	0.524181	1.11347	1.87878
3605	0.524326	1.11368	1.87901
3606	0.524471	1.11388	1.87922
3607	0.524617	1.11409	1.87944
3608	0.524762	1.11429	1.87966
3609	0.524908	1.11448	1.87986
3610	0.525053	1.11469	1.88008
3611	0.525199	1.11489	1.8803
3612	0.525344	1.1151	1.88052
3613	0.52549	1.11531	1.88074
3614	0.525635	1.11551	1.88095
3615	0.52578	1.11572	1.88117
3616	0.525926	1.11594	1.8814
3617	0.526071	1.11614	1.88162
3618	0.526217	1.11635	1.88184
3619	0.526362	1.11655	1.88206
3620	0.526508	1.11673	1.88225
3621	0.526653	1.11694	1.88247
3622	0.526799	1.11714	1.88268
3623	0.526944	1.11736	1.88292
3624	0.527089	1.11757	1.88313
3625	0.527235	1.11777	1.88335
3626	0.52738	1.11798	1.88357
3627	0.527526	1.11817	1.88377
3628	0.527671	1.11837	1.88399
3629	0.527817	1.11858	1.8842
3630	0.527962	1.11879	1.88442
3631	0.528108	1.119	1.88464
3632	0.528253	1.1192	1.88486
3633	0.528398	1.11941	1.88508
3634	0.528544	1.1196	1.88528
3635	0.528689	1.1198	1.88549
3636	0.528835	1.12001	1.88571
3637	0.52898	1.12022	1.88593
3638	0.529126	1.12042	1.88615
3639	0.529271	1.12063	1.88637
3640	0.529417	1.12083	1.88658
3641	0.529562	1.12102	1.88678
3642	0.529707	1.12123	1.887
3643	0.529853	1.12142	1.88721
3644	0.529998	1.12164	1.88744
3645	0.530144	1.12185	1.88765
3646	0.530289	1.12205	1.88787
3647	0.530435	1.12226	1.88809
3648	0.53058	1.12244	1.88828
3649	0.530726	1.12265	1.8885
3650	0.530871	1.12287	1.88873
3651	0.531016	1.12307	1.88894
3652	0.531162	1.12328	1.88916
3653	0.531307	1.12346	1.88935
3654	0.531453	1.12366	1.88957
3655	0.531598	1.12387	1.88978
3656	0.531744	1.12407	1.89
3657	0.531889	1.12429	1.89023
3658	0.532035	1.12447	1.89042
3659	0.53218	1.12467	1.89063
3660	0.532325	1.12488	1.89085
3661	0.532471	1.12509	1.89107
3662	0.532616	1.12529	1.89128
3663	0.532762	1.1255	1.8915
3664	0.532907	1.12569	1.8917
3665	0.533053	1.1259	1.89192
3666	0.533198	1.1261	1.89213
3667	0.533344	1.12631	1.89235
3668	0.533489	1.12652	1.89257
3669	0.533634	1.12672	1.89278
3670	0.53378	1.12693	1.893
3671	0.533925	1.12712	1.8932
3672	0.534071	1.12731	1.89341
3673	0.534216	1.12752	1.89362
3674	0.534362	1.12774	1.89385
3675	0.534507	1.12791	1.89404
3676	0.534653	1.12812	1.89426
3677	0.534798	1.12833	1.89447
3678	0.534943	1.12853	1.89469
3679	0.535089	1.12874	1.8949
3680	0.535234	1.12895	1.89512
3681	0.53538	1.12914	1.89532
3682	0.535525	1.12934	1.89553
3683	0.535671	1.12955	1.89575
3684	0.535816	1.12976	1.89597
3685	0.535962	1.12996	1.89618
3686	0.536107	1.13014	1.89637
3687	0.536252	1.13035	1.89659
3688	0.536398	1.13055	1.8968
3689	0.536543	1.13076	1.89702
3690	0.536689	1.13095	1.89722
3691	0.536834	1.13116	1.89743
3692	0.53698	1.13136	1.89765
3693	0.537125	1.13157	1.89787
3694	0.537271	1.13178	1.89808
3695	0.537416	1.13198	1.8983
3696	0.537561	1.13216	1.89849
3697	0.537707	1.13237	1.8987
3698	0.537852	1.13257	1.89892
3699	0.537998	1.13276	1.89912
3700	0.538143	1.13297	1.89933
3701	0.538289	1.13317	1.89954
3702	0.538434	1.13338	1.89976
3703	0.53858	1.13359	1.89998
3704	0.538725	1.13379	1.90019
3705	0.53887	1.13398	1.90038
3706	0.539016	1.13418	1.9006
3707	0.539161	1.13439	1.90081
3708	0.539307	1.13459	1.90103
3709	0.539452	1.13478	1.90122
3710	0.539598	1.13499	1.90144
3711	0.539743	1.13518	1.90164
3712	0.539889	1.1354	1.90187
3713	0.540034	1.13558	1.90206
3714	0.540179	1.13579	1.90228
3715	0.540325	1.136	1.90249
3716	0.54047	1.1362	1.9027
3717	0.540616	1.13641	1.90292
3718	0.540761	1.1366	1.90312
3719	0.540907	1.13679	1.90332
3720	0.541052	1.137	1.90353
3721	0.541198	1.13719	1.90373
3722	0.541343	1.13739	1.90395
3723	0.541488	1.1376	1.90416
3724	0.541634	1.13781	1.90438
3725	0.541779	1.13802	1.90459
3726	0.541925	1.13822	1.90481
3727	0.54207	1.1384	1.905
3728	0.542216	1.13861	1.90521
3729	0.542361	1.13881	1.90542
3730	0.542507	1.13902	1.90564
3731	0.542652	1.13921	1.90583
3732	0.542797	1.1394	1.90604
3733	0.542943	1.13962	1.90627
3734	0.543088	1.1398	1.90645
3735	0.543234	1.14001	1.90666
3736	0.543379	1.14022	1.90688
3737	0.543525	1.14042	1.90709
3738	0.54367	1.1406	1.90728
3739	0.543816	1.14081	1.9075
3740	0.543961	1.14101	1.90771
3741	0.544106	1.14122	1.90792
3742	0.544252	1.14142	1.90814
3743	0.544397	1.14161	1.90832
3744	0.544543	1.14181	1.90854
3745	0.544688	1.142	1.90874
3746	0.544834	1.14221	1.90895
3747	0.544979	1.14241	1.90916
3748	0.545125	1.14262	1.90938
3749	0.54527	1.14282	1.90959
3750	0.545415	1.14301	1.90978
3751	0.545561	1.14322	1.90999
3752	0.545706	1.14342	1.91021
3753	0.545852	1.14363	1.91042
3754	0.545997	1.14381	1.91061
3755	0.546143	1.14401	1.91082
3756	0.546288	1.14422	1.91103
3757	0.546433	1.14441	1.91123
3758	0.546579	1.14461	1.91143
3759	0.546724	1.14481	1.91165
3760	0.54687	1.145	1.91184
3761	0.547015	1.14521	1.91205
3762	0.547161	1.1454	1.91226
3763	0.547306	1.14562	1.91248
3764	0.547452	1.1458	1.91267
3765	0.547597	1.14601	1.91289
3766	0.547742	1.14621	1.9131
3767	0.547888	1.14642	1.91331
3768	0.548033	1.1466	1.9135
3769	0.548179	1.14681	1.91371
3770	0.548324	1.14701	1.91392
3771	0.54847	1.14722	1.91413
3772	0.548615	1.1474	1.91432
3773	0.548761	1.1476	1.91453
3774	0.548906	1.14781	1.91474
3775	0.549051	1.148	1.91494
3776	0.549197	1.1482	1.91514
3777	0.549342	1.14839	1.91534
3778	0.549488	1.14859	1.91555
3779	0.549633	1.1488	1.91577
3780	0.549779	1.14901	1.91598
3781	0.549924	1.14918	1.91616
3782	0.55007	1.1494	1.91638
3783	0.550215	1.1496	1.91659
3784	0.55036	1.14981	1.9168
3785	0.550506	1.14999	1.91699
3786	0.550651	1.15019	1.9172
3787	0.550797	1.1504	1.91741
3788	0.550942	1.15058	1.9176
3789	0.551088	1.15078	1.91781
3790	0.551233	1.15099	1.91802
3791	0.551379	1.1512	1.91824
3792	0.551524	1.15138	1.91842
3793	0.551669	1.15158	1.91863
3794	0.551815	1.15179	1.91885
3795	0.55196	1.15197	1.91903
3796	0.552106	1.15217	1.91924
3797	0.552251	1.15237	1.91944
3798	0.552397	1.15257	1.91965
3799	0.552542	1.15277	1.91985
3800	0.552688	1.15296	1.92005
3801	0.552833	1.15316	1.92026
3802	0.552978	1.15337	1.92048
3803	0.553124	1.15355	1.92066
3804	0.553269	1.15376	1.92087
3805	0.553415	1.15397	1.92109
3806	0.55356	1.15417	1.9213
3807	0.553706	1.15435	1.92148
3808	0.553851	1.15456	1.92169
3809	0.553997	1.15476	1.9219
3810	0.554142	1.15495	1.92209
3811	0.554287	1.15515	1.9223
3812	0.554433	1.15536	1.92251
3813	0.554578	1.15554	1.9227
3814	0.554724	1.15574	1.92291
3815	0.554869	1.15595	1.92312
3816	0.555015	1.15613	1.92331
3817	0.55516	1.15634	1.92352
3818	0.555306	1.15654	1.92373
3819	0.555451	1.15672	1.92391
3820	0.555596	1.15693	1.92412
3821	0.555742	1.15713	1.92433
3822	0.555887	1.15732	1.92452
3823	0.556033	1.15752	1.92473
3824	0.556178	1.15773	1.92494
3825	0.556324	1.15791	1.92513
3826	0.556469	1.15811	1.92534
3827	0.556615	1.15832	1.92555
3828	0.55676	1.1585	1.92573
3829	0.556905	1.15871	1.92594
3830	0.557051	1.1589	1.92614
3831	0.557196	1.15909	1.92634
3832	0.557342	1.1593	1.92655
3833	0.557487	1.15949	1.92675
3834	0.557633	1.15968	1.92695
3835	0.557778	1.15988	1.92714
3836	0.557924	1.16008	1.92735
3837	0.558069	1.16028	1.92755
3838	0.558214	1.16047	1.92775
3839	0.55836	1.16067	1.92796
3840	0.558505	1.16087	1.92816
3841	0.558651	1.16106	1.92835
3842	0.558796	1.16127	1.92856
3843	0.558942	1.16148	1.92878
3844	0.559087	1.16165	1.92896
3845	0.559233	1.16186	1.92917
3846	0.559378	1.16207	1.92938
3847	0.559523	1.16225	1.92956
3848	0.559669	1.16244	1.92976
3849	0.559814	1.16263	1.92996
3850	0.55996	1.16284	1.93017
3851	0.560105	1.16305	1.93038
3852	0.560251	1.16323	1.93056
3853	0.560396	1.16343	1.93077
3854	0.560542	1.16364	1.93098
3855	0.560687	1.16382	1.93116
3856	0.560832	1.16403	1.93138
3857	0.560978	1.16423	1.93158
3858	0.561123	1.16441	1.93177
3859	0.561269	1.16462	1.93198
3860	0.561414	1.1648	1.93216
3861	0.56156	1.165	1.93237
3862	0.561705	1.16521	1.93259
3863	0.561851	1.16539	1.93277
3864	0.561996	1.1656	1.93298
3865	0.562141	1.16578	1.93316
3866	0.562287	1.16598	1.93337
3867	0.562432	1.16619	1.93358
3868	0.562578	1.16637	1.93376
3869	0.562723	1.16657	1.93397
3870	0.562869	1.16678	1.93418
3871	0.563014	1.16696	1.93436
3872	0.56316	1.16717	1.93458
3873	0.563305	1.16735	1.93476
3874	0.56345	1.16755	1.93497
3875	0.563596	1.16776	1.93517
3876	0.563741	1.16794	1.93536
3877	0.563887	1.16815	1.93557
3878	0.564032	1.16833	1.93575
3879	0.564178	1.16853	1.93596
3880	0.564323	1.16872	1.93615
3881	0.564469	1.16892	1.93635
3882	0.564614	1.16912	1.93655
3883	0.564759	1.16931	1.93675
3884	0.564905	1.1695	1.93695
3885	0.56505	1.1697	1.93714
3886	0.565196	1.1699	1.93735
3887	0.565341	1.1701	1.93755
3888	0.565487	1.17029	1.93774
3889	0.565632	1.17048	1.93794
3890	0.565778	1.17068	1.93813
3891	0.565923	1.17088	1.93834
3892	0.566068	1.17108	1.93854
3893	0.566214	1.17127	1.93873
3894	0.566359	1.17146	1.93893
3895	0.566505	1.17167	1.93914
3896	0.56665	1.17185	1.93932
3897	0.566796	1.17206	1.93953
3898	0.566941	1.17225	1.93973
3899	0.567087	1.17244	1.93992
3900	0.567232	1.17265	1.94013
3901	0.567377	1.17283	1.94032
3902	0.567523	1.17304	1.94052
3903	0.567668	1.17322	1.94071
3904	0.567814	1.17342	1.94092
3905	0.567959	1.17361	1.9411
3906	0.568105	1.17381	1.94131
3907	0.56825	1.17402	1.94151
3908	0.568396	1.1742	1.9417
3909	0.568541	1.1744	1.94191
3910	0.568686	1.17459	1.94209
3911	0.568832	1.17479	1.9423
3912	0.568977	1.17497	1.94248
3913	0.569123	1.17518	1.94269
3914	0.569268	1.17536	1.94287
3915	0.569414	1.17557	1.94308
3916	0.569559	1.17577	1.94328
3917	0.569705	1.17595	1.94346
3918	0.56985	1.17616	1.94368
3919	0.569995	1.17633	1.94386
3920	0.570141	1.17655	1.94407
3921	0.570286	1.17672	1.94425
3922	0.570432	1.17692	1.94444
3923	0.570577	1.17711	1.94464
3924	0.570723	1.17731	1.94483
3925	0.570868	1.1775	1.94503
3926	0.571014	1.1777	1.94523
3927	0.571159	1.1779	1.94543
3928	0.571304	1.17809	1.94562
3929	0.57145	1.17829	1.94582
3930	0.571595	1.17849	1.94603
3931	0.571741	1.17867	1.94621
3932	0.571886	1.17888	1.94642
3933	0.572032	1.17906	1.9466
3934	0.572177	1.17927	1.94681
3935	0.572323	1.17945	1.94699
3936	0.572468	1.17965	1.9472
3937	0.572613	1.17983	1.94738
3938	0.572759	1.18004	1.94759
3939	0.572904	1.18022	1.94776
3940	0.57305	1.18043	1.94798
3941	0.573195	1.1806	1.94815
3942	0.573341	1.18081	1.94837
3943	0.573486	1.18099	1.94854
3944	0.573632	1.18119	1.94874
3945	0.573777	1.18138	1.94893
3946	0.573922	1.18158	1.94913
3947	0.574068	1.18177	1.94932
3948	0.574213	1.18196	1.94952
3949	0.574359	1.18217	1.94972
3950	0.574504	1.18235	1.94991
3951	0.57465	1.18255	1.95011
3952	0.574795	1.18274	1.9503
3953	0.574941	1.18294	1.9505
3954	0.575086	1.18312	1.95069
3955	0.575231	1.18333	1.95089
3956	0.575377	1.18351	1.95107
3957	0.575522	1.18372	1.95128
3958	0.575668	1.18389	1.95146
3959	0.575813	1.1841	1.95167
3960	0.575959	1.18428	1.95184
3961	0.576104	1.18448	1.95204
3962	0.57625	1.18467	1.95223
3963	0.576395	1.18486	1.95243
3964	0.57654	1.18506	1.95262
3965	0.576686	1.18525	1.95282
3966	0.576831	1.18546	1.95302
3967	0.576977	1.18564	1.95321
3968	0.577122	1.18584	1.95341
3969	0.577268	1.18603	1.95359
3970	0.577413	1.18623	1.9538
3971	0.577559	1.18641	1.95398
3972	0.577704	1.18662	1.95419
3973	0.577849	1.1868	1.95437
3974	0.577995	1.18701	1.95457
3975	0.57814	1.18718	1.95475
3976	0.578286	1.18739	1.95496
3977	0.578431	1.18757	1.95514
3978	0.578577	1.18775	1.95532
3979	0.578722	1.18796	1.95552
3980	0.578868	1.18815	1.95572
3981	0.579013	1.18834	1.9559
3982	0.579158	1.18854	1.95611
3983	0.579304	1.18872	1.95629
3984	0.579449	1.18893	1.95649
3985	0.579595	1.18911	1.95668
3986	0.57974	1.18932	1.95688
3987	0.579886	1.1895	1.95706
3988	0.580031	1.1897	1.95727
3989	0.580177	1.18988	1.95744
3990	0.580322	1.19009	1.95765
3991	0.580467	1.19027	1.95783
3992	0.580613	1.19045	1.95801
3993	0.580758	1.19065	1.95821
3994	0.580904	1.19085	1.95841
3995	0.581049	1.19103	1.95859
3996	0.581195	1.19124	1.9588
3997	0.58134	1.19142	1.95898
3998	0.581486	1.19163	1.95918
3999	0.581631	1.19181	1.95937
4000	0.581776	1.19199	1.95954
4001	0.581922	1.1922	1.95975
4002	0.582067	1.19237	1.95993
4003	0.582213	1.19257	1.96012
4004	0.582358	1.19276	1.96031
4005	0.582504	1.19296	1.96051
4006	0.582649	1.19315	1.9607
4007	0.582795	1.19334	1.96089
4008	0.58294	1.19354	1.96109
4009	0.583085	1.19373	1.96128
4010	0.583231	1.19391	1.96146
4011	0.583376	1.19412	1.96167
4012	0.583522	1.1943	1.96184
4013	0.583667	1.19451	1.96205
4014	0.583813	1.19468	1.96223
4015	0.583958	1.19487	1.96241
4016	0.584104	1.19506	1.9626
4017	0.584249	1.19527	1.96281
4018	0.584394	1.19545	1.96299
4019	0.58454	1.19565	1.96319
4020	0.584685	1.19584	1.96337
4021	0.584831	1.19604	1.96357
4022	0.584976	1.19622	1.96376
4023	0.585122	1.1964	1.96393
4024	0.585267	1.19661	1.96414
4025	0.585413	1.19679	1.96432
4026	0.585558	1.19698	1.96451
4027	0.585703	1.19718	1.9647
4028	0.585849	1.19737	1.9649
4029	0.585994	1.19755	1.96508
4030	0.58614	1.19776	1.96528
4031	0.586285	1.19794	1.96546
4032	0.586431	1.19812	1.96564
4033	0.586576	1.19833	1.96584
4034	0.586722	1.19851	1.96602
4035	0.586867	1.1987	1.96621
4036	0.587012	1.19889	1.9664
4037	0.587158	1.19909	1.9666
