t, c	M(t), рад	E(t), рад	Theta(t), рад	
19955	2.90234	2.99699	3.07568
19956	2.90248	2.99707	3.07572
19957	2.90263	2.99715	3.07576
19958	2.90277	2.99724	3.0758
19959	2.90292	2.99732	3.07584
19960	2.90306	2.99742	3.07588
19961	2.90321	2.99751	3.07592
19962	2.90336	2.9976	3.07596
19963	2.9035	2.99768	3.076
19964	2.90365	2.99778	3.07605
19965	2.90379	2.99787	3.07609
19966	2.90394	2.99795	3.07612
19967	2.90408	2.99803	3.07616
19968	2.90423	2.99813	3.07621
19969	2.90437	2.99822	3.07625
19970	2.90452	2.99831	3.07629
19971	2.90466	2.99839	3.07633
19972	2.90481	2.99849	3.07637
19973	2.90496	2.99857	3.07641
19974	2.9051	2.99865	3.07645
19975	2.90525	2.99874	3.07648
19976	2.90539	2.99884	3.07653
19977	2.90554	2.99892	3.07657
19978	2.90568	2.99901	3.07661
19979	2.90583	2.9991	3.07665
19980	2.90597	2.99918	3.07669
19981	2.90612	2.99926	3.07672
19982	2.90626	2.99937	3.07677
19983	2.90641	2.99945	3.07681
19984	2.90655	2.99953	3.07685
19985	2.9067	2.99962	3.07689
19986	2.90685	2.99972	3.07693
19987	2.90699	2.99981	3.07697
19988	2.90714	2.99989	3.07701
19989	2.90728	2.99999	3.07705
19990	2.90743	3.00007	3.07709
19991	2.90757	3.00015	3.07713
19992	2.90772	3.00025	3.07717
19993	2.90786	3.00034	3.07722
19994	2.90801	3.00042	3.07726
19995	2.90815	3.00051	3.07729
19996	2.9083	3.00059	3.07733
19997	2.90845	3.00068	3.07737
19998	2.90859	3.00076	3.07741
19999	2.90874	3.00086	3.07746
20000	2.90888	3.00095	3.07749
20001	2.90903	3.00103	3.07753
20002	2.90917	3.00112	3.07757
20003	2.90932	3.00122	3.07762
20004	2.90946	3.00131	3.07766
20005	2.90961	3.00139	3.0777
20006	2.90975	3.00147	3.07773
20007	2.9099	3.00157	3.07778
20008	2.91005	3.00165	3.07782
20009	2.91019	3.00175	3.07786
20010	2.91034	3.00184	3.0779
20011	2.91048	3.00192	3.07794
20012	2.91063	3.00201	3.07798
20013	2.91077	3.00209	3.07802
20014	2.91092	3.00217	3.07806
20015	2.91106	3.00227	3.0781
20016	2.91121	3.00236	3.07814
20017	2.91135	3.00245	3.07818
20018	2.9115	3.00253	3.07822
20019	2.91165	3.00262	3.07826
20020	2.91179	3.0027	3.07829
20021	2.91194	3.0028	3.07834
20022	2.91208	3.00288	3.07838
20023	2.91223	3.00297	3.07842
20024	2.91237	3.00306	3.07846
20025	2.91252	3.00316	3.0785
20026	2.91266	3.00324	3.07854
20027	2.91281	3.00333	3.07858
20028	2.91295	3.00342	3.07863
20029	2.9131	3.0035	3.07866
20030	2.91325	3.00359	3.0787
20031	2.91339	3.00367	3.07874
20032	2.91354	3.00377	3.07879
20033	2.91368	3.00386	3.07883
20034	2.91383	3.00395	3.07886
20035	2.91397	3.00403	3.0789
20036	2.91412	3.00411	3.07894
20037	2.91426	3.0042	3.07898
20038	2.91441	3.0043	3.07903
20039	2.91455	3.00438	3.07906
20040	2.9147	3.00447	3.0791
20041	2.91485	3.00456	3.07914
20042	2.91499	3.00466	3.07919
20043	2.91514	3.00474	3.07923
20044	2.91528	3.00483	3.07927
20045	2.91543	3.00491	3.0793
20046	2.91557	3.005	3.07935
20047	2.91572	3.00509	3.07939
20048	2.91586	3.00518	3.07943
20049	2.91601	3.00527	3.07947
20050	2.91615	3.00536	3.07951
20051	2.9163	3.00544	3.07955
20052	2.91645	3.00553	3.07959
20053	2.91659	3.00561	3.07963
20054	2.91674	3.0057	3.07966
20055	2.91688	3.0058	3.07971
20056	2.91703	3.00588	3.07975
20057	2.91717	3.00597	3.07979
20058	2.91732	3.00605	3.07983
20059	2.91746	3.00614	3.07986
20060	2.91761	3.00624	3.07991
20061	2.91775	3.00633	3.07995
20062	2.9179	3.00641	3.07999
20063	2.91805	3.0065	3.08003
20064	2.91819	3.00659	3.08007
20065	2.91834	3.00668	3.08011
20066	2.91848	3.00677	3.08015
20067	2.91863	3.00686	3.0802
20068	2.91877	3.00694	3.08023
20069	2.91892	3.00702	3.08027
20070	2.91906	3.00711	3.08031
20071	2.91921	3.00721	3.08036
20072	2.91935	3.0073	3.0804
20073	2.9195	3.00738	3.08043
20074	2.91964	3.00747	3.08047
20075	2.91979	3.00755	3.08051
20076	2.91994	3.00763	3.08055
20077	2.92008	3.00774	3.0806
20078	2.92023	3.00782	3.08063
20079	2.92037	3.00791	3.08067
20080	2.92052	3.00799	3.08071
20081	2.92066	3.00809	3.08076
20082	2.92081	3.00818	3.0808
20083	2.92095	3.00827	3.08084
20084	2.9211	3.00835	3.08088
20085	2.92124	3.00844	3.08092
20086	2.92139	3.00852	3.08096
20087	2.92154	3.00861	3.081
20088	2.92168	3.0087	3.08104
20089	2.92183	3.0088	3.08108
20090	2.92197	3.00888	3.08112
20091	2.92212	3.00897	3.08116
20092	2.92226	3.00905	3.0812
20093	2.92241	3.00913	3.08123
20094	2.92255	3.00923	3.08128
20095	2.9227	3.00932	3.08132
20096	2.92284	3.00941	3.08136
20097	2.92299	3.00949	3.0814
20098	2.92314	3.00958	3.08144
20099	2.92328	3.00968	3.08148
20100	2.92343	3.00977	3.08152
20101	2.92357	3.00984	3.08156
20102	2.92372	3.00993	3.0816
20103	2.92386	3.01002	3.08164
20104	2.92401	3.01012	3.08168
20105	2.92415	3.0102	3.08172
20106	2.9243	3.0103	3.08176
20107	2.92444	3.01038	3.0818
20108	2.92459	3.01046	3.08184
20109	2.92474	3.01055	3.08188
20110	2.92488	3.01063	3.08192
20111	2.92503	3.01073	3.08196
20112	2.92517	3.01082	3.082
20113	2.92532	3.0109	3.08204
20114	2.92546	3.01099	3.08208
20115	2.92561	3.01107	3.08212
20116	2.92575	3.01116	3.08216
20117	2.9259	3.01126	3.08221
20118	2.92604	3.01134	3.08224
20119	2.92619	3.01143	3.08228
20120	2.92634	3.01151	3.08232
20121	2.92648	3.01161	3.08237
20122	2.92663	3.0117	3.08241
20123	2.92677	3.01179	3.08245
20124	2.92692	3.01188	3.08249
20125	2.92706	3.01196	3.08253
20126	2.92721	3.01205	3.08256
20127	2.92735	3.01214	3.08261
20128	2.9275	3.01223	3.08265
20129	2.92764	3.01232	3.08269
20130	2.92779	3.0124	3.08273
20131	2.92794	3.01248	3.08276
20132	2.92808	3.01257	3.0828
20133	2.92823	3.01266	3.08284
20134	2.92837	3.01276	3.08289
20135	2.92852	3.01284	3.08293
20136	2.92866	3.01293	3.08297
20137	2.92881	3.01301	3.08301
20138	2.92895	3.01309	3.08304
20139	2.9291	3.0132	3.08309
20140	2.92924	3.01329	3.08313
20141	2.92939	3.01337	3.08317
20142	2.92954	3.01346	3.08321
20143	2.92968	3.01355	3.08325
20144	2.92983	3.01364	3.08329
20145	2.92997	3.01373	3.08333
20146	2.93012	3.01382	3.08337
20147	2.93026	3.0139	3.08341
20148	2.93041	3.01398	3.08345
20149	2.93055	3.01407	3.08349
20150	2.9307	3.01417	3.08353
20151	2.93084	3.01426	3.08357
20152	2.93099	3.01434	3.08361
20153	2.93114	3.01443	3.08365
20154	2.93128	3.01451	3.08369
20155	2.93143	3.01459	3.08373
20156	2.93157	3.01468	3.08377
20157	2.93172	3.01478	3.08381
20158	2.93186	3.01486	3.08385
20159	2.93201	3.01495	3.08389
20160	2.93215	3.01505	3.08394
20161	2.9323	3.01514	3.08398
20162	2.93244	3.01523	3.08402
20163	2.93259	3.01531	3.08406
20164	2.93273	3.0154	3.08409
20165	2.93288	3.01548	3.08413
20166	2.93303	3.01557	3.08417
20167	2.93317	3.01566	3.08422
20168	2.93332	3.01575	3.08426
20169	2.93346	3.01584	3.0843
20170	2.93361	3.01593	3.08434
20171	2.93375	3.01601	3.08437
20172	2.9339	3.01609	3.08441
20173	2.93404	3.01619	3.08446
20174	2.93419	3.01628	3.0845
20175	2.93433	3.01636	3.08454
20176	2.93448	3.01645	3.08458
20177	2.93463	3.01654	3.08461
20178	2.93477	3.01664	3.08466
20179	2.93492	3.01672	3.0847
20180	2.93506	3.0168	3.08474
20181	2.93521	3.01689	3.08478
20182	2.93535	3.01698	3.08482
20183	2.9355	3.01707	3.08486
20184	2.93564	3.01716	3.0849
20185	2.93579	3.01725	3.08494
20186	2.93593	3.01734	3.08498
20187	2.93608	3.01742	3.08502
20188	2.93623	3.01751	3.08506
20189	2.93637	3.01759	3.0851
20190	2.93652	3.01769	3.08514
20191	2.93666	3.01778	3.08518
20192	2.93681	3.01786	3.08522
20193	2.93695	3.01795	3.08526
20194	2.9371	3.01803	3.0853
20195	2.93724	3.01812	3.08534
20196	2.93739	3.0182	3.08538
20197	2.93753	3.0183	3.08542
20198	2.93768	3.01839	3.08546
20199	2.93783	3.01847	3.0855
20200	2.93797	3.01856	3.08554
20201	2.93812	3.01866	3.08558
20202	2.93826	3.01875	3.08562
20203	2.93841	3.01883	3.08566
20204	2.93855	3.01892	3.0857
20205	2.9387	3.01901	3.08574
20206	2.93884	3.0191	3.08579
20207	2.93899	3.01919	3.08582
20208	2.93913	3.01928	3.08587
20209	2.93928	3.01936	3.08591
20210	2.93943	3.01944	3.08594
20211	2.93957	3.01953	3.08598
20212	2.93972	3.01962	3.08602
20213	2.93986	3.01972	3.08607
20214	2.94001	3.0198	3.08611
20215	2.94015	3.01989	3.08614
20216	2.9403	3.01997	3.08618
20217	2.94044	3.02005	3.08622
20218	2.94059	3.02014	3.08626
20219	2.94073	3.02024	3.08631
20220	2.94088	3.02032	3.08634
20221	2.94103	3.02041	3.08638
20222	2.94117	3.0205	3.08642
20223	2.94132	3.0206	3.08647
20224	2.94146	3.02069	3.08651
20225	2.94161	3.02077	3.08655
20226	2.94175	3.02086	3.08659
20227	2.9419	3.02094	3.08663
20228	2.94204	3.02103	3.08667
20229	2.94219	3.02112	3.08671
20230	2.94233	3.02121	3.08675
20231	2.94248	3.0213	3.08679
20232	2.94263	3.02139	3.08683
20233	2.94277	3.02147	3.08687
20234	2.94292	3.02155	3.0869
20235	2.94306	3.02164	3.08694
20236	2.94321	3.02174	3.08699
20237	2.94335	3.02182	3.08703
20238	2.9435	3.02191	3.08707
20239	2.94364	3.022	3.08711
20240	2.94379	3.02208	3.08714
20241	2.94393	3.02218	3.08719
20242	2.94408	3.02227	3.08723
20243	2.94423	3.02235	3.08727
20244	2.94437	3.02243	3.08731
20245	2.94452	3.02253	3.08735
20246	2.94466	3.02262	3.08739
20247	2.94481	3.02271	3.08743
20248	2.94495	3.0228	3.08747
20249	2.9451	3.02289	3.08751
20250	2.94524	3.02297	3.08755
20251	2.94539	3.02305	3.08759
20252	2.94553	3.02315	3.08763
20253	2.94568	3.02324	3.08767
20254	2.94582	3.02332	3.08771
20255	2.94597	3.02341	3.08775
20256	2.94612	3.0235	3.08779
20257	2.94626	3.02358	3.08783
20258	2.94641	3.02366	3.08787
20259	2.94655	3.02376	3.08791
20260	2.9467	3.02385	3.08795
20261	2.94684	3.02393	3.08799
20262	2.94699	3.02402	3.08803
20263	2.94713	3.02412	3.08808
20264	2.94728	3.02421	3.08812
20265	2.94742	3.02429	3.08816
20266	2.94757	3.02437	3.08819
20267	2.94772	3.02447	3.08823
20268	2.94786	3.02455	3.08827
20269	2.94801	3.02465	3.08832
20270	2.94815	3.02473	3.08836
20271	2.9483	3.02482	3.0884
20272	2.94844	3.02491	3.08844
20273	2.94859	3.02499	3.08847
20274	2.94873	3.02507	3.08851
20275	2.94888	3.02516	3.08855
20276	2.94902	3.02526	3.0886
20277	2.94917	3.02535	3.08864
20278	2.94932	3.02543	3.08868
20279	2.94946	3.02552	3.08871
20280	2.94961	3.0256	3.08875
20281	2.94975	3.0257	3.0888
20282	2.9499	3.02579	3.08884
20283	2.95004	3.02587	3.08888
20284	2.95019	3.02596	3.08891
20285	2.95033	3.02606	3.08896
20286	2.95048	3.02614	3.089
20287	2.95062	3.02623	3.08904
20288	2.95077	3.02632	3.08908
20289	2.95092	3.0264	3.08912
20290	2.95106	3.02649	3.08916
20291	2.95121	3.02657	3.0892
20292	2.95135	3.02667	3.08924
20293	2.9515	3.02676	3.08928
20294	2.95164	3.02685	3.08932
20295	2.95179	3.02693	3.08936
20296	2.95193	3.02701	3.0894
20297	2.95208	3.0271	3.08944
20298	2.95222	3.02718	3.08947
20299	2.95237	3.02728	3.08952
20300	2.95252	3.02737	3.08956
20301	2.95266	3.02746	3.0896
20302	2.95281	3.02754	3.08964
20303	2.95295	3.02762	3.08967
20304	2.9531	3.02773	3.08972
20305	2.95324	3.02782	3.08976
20306	2.95339	3.02789	3.0898
20307	2.95353	3.02798	3.08984
20308	2.95368	3.02808	3.08988
20309	2.95382	3.02817	3.08992
20310	2.95397	3.02825	3.08996
20311	2.95412	3.02835	3.09
20312	2.95426	3.02843	3.09004
20313	2.95441	3.02851	3.09008
20314	2.95455	3.0286	3.09012
20315	2.9547	3.0287	3.09017
20316	2.95484	3.02878	3.0902
20317	2.95499	3.02887	3.09024
20318	2.95513	3.02895	3.09028
20319	2.95528	3.02904	3.09032
20320	2.95542	3.02912	3.09036
20321	2.95557	3.02921	3.0904
20322	2.95572	3.02931	3.09044
20323	2.95586	3.02939	3.09048
20324	2.95601	3.02948	3.09052
20325	2.95615	3.02956	3.09056
20326	2.9563	3.02966	3.09061
20327	2.95644	3.02975	3.09065
20328	2.95659	3.02984	3.09069
20329	2.95673	3.02992	3.09072
20330	2.95688	3.03001	3.09076
20331	2.95702	3.0301	3.0908
20332	2.95717	3.03019	3.09085
20333	2.95731	3.03028	3.09089
20334	2.95746	3.03037	3.09093
20335	2.95761	3.03045	3.09097
20336	2.95775	3.03053	3.091
20337	2.9579	3.03062	3.09104
20338	2.95804	3.03072	3.09109
20339	2.95819	3.03081	3.09113
20340	2.95833	3.03089	3.09117
20341	2.95848	3.03098	3.09121
20342	2.95862	3.03106	3.09125
20343	2.95877	3.03114	3.09128
20344	2.95891	3.03123	3.09132
20345	2.95906	3.03133	3.09137
20346	2.95921	3.03142	3.09141
20347	2.95935	3.0315	3.09144
20348	2.9595	3.03159	3.09148
20349	2.95964	3.03169	3.09153
20350	2.95979	3.03178	3.09157
20351	2.95993	3.03186	3.09161
20352	2.96008	3.03194	3.09164
20353	2.96022	3.03203	3.09169
20354	2.96037	3.03212	3.09173
20355	2.96051	3.03221	3.09177
20356	2.96066	3.0323	3.09181
20357	2.96081	3.03239	3.09185
20358	2.96095	3.03248	3.09189
20359	2.9611	3.03256	3.09193
20360	2.96124	3.03264	3.09197
20361	2.96139	3.03273	3.092
20362	2.96153	3.03283	3.09205
20363	2.96168	3.03292	3.09209
20364	2.96182	3.033	3.09213
20365	2.96197	3.03309	3.09217
20366	2.96211	3.03317	3.0922
20367	2.96226	3.03327	3.09225
20368	2.96241	3.03335	3.09229
20369	2.96255	3.03344	3.09233
20370	2.9627	3.03352	3.09237
20371	2.96284	3.03362	3.09241
20372	2.96299	3.03371	3.09245
20373	2.96313	3.0338	3.09249
20374	2.96328	3.03389	3.09253
20375	2.96342	3.03396	3.09257
20376	2.96357	3.03406	3.09261
20377	2.96371	3.03414	3.09265
20378	2.96386	3.03424	3.09269
20379	2.96401	3.03433	3.09273
20380	2.96415	3.03441	3.09277
20381	2.9643	3.0345	3.09281
20382	2.96444	3.03458	3.09285
20383	2.96459	3.03467	3.09289
20384	2.96473	3.03475	3.09293
20385	2.96488	3.03485	3.09297
20386	2.96502	3.03494	3.09301
20387	2.96517	3.03502	3.09305
20388	2.96531	3.03511	3.09309
20389	2.96546	3.03519	3.09313
20390	2.96561	3.0353	3.09318
20391	2.96575	3.03538	3.09322
20392	2.9659	3.03546	3.09325
20393	2.96604	3.03555	3.09329
20394	2.96619	3.03565	3.09334
20395	2.96633	3.03574	3.09338
20396	2.96648	3.03582	3.09342
20397	2.96662	3.03591	3.09346
20398	2.96677	3.03599	3.09349
20399	2.96691	3.03608	3.09353
20400	2.96706	3.03617	3.09357
20401	2.96721	3.03626	3.09362
20402	2.96735	3.03635	3.09366
20403	2.9675	3.03644	3.0937
20404	2.96764	3.03652	3.09374
20405	2.96779	3.0366	3.09377
20406	2.96793	3.03669	3.09381
20407	2.96808	3.03678	3.09385
20408	2.96822	3.03688	3.0939
20409	2.96837	3.03696	3.09394
20410	2.96851	3.03705	3.09397
20411	2.96866	3.03713	3.09401
20412	2.96881	3.03721	3.09405
20413	2.96895	3.03732	3.0941
20414	2.9691	3.03741	3.09414
20415	2.96924	3.03748	3.09417
20416	2.96939	3.03757	3.09421
20417	2.96953	3.03767	3.09426
20418	2.96968	3.03776	3.0943
20419	2.96982	3.03785	3.09434
20420	2.96997	3.03793	3.09438
20421	2.97011	3.03802	3.09442
20422	2.97026	3.0381	3.09446
20423	2.9704	3.03819	3.0945
20424	2.97055	3.03828	3.09454
20425	2.9707	3.03837	3.09458
20426	2.97084	3.03846	3.09462
20427	2.97099	3.03855	3.09466
20428	2.97113	3.03863	3.0947
20429	2.97128	3.03871	3.09473
20430	2.97142	3.0388	3.09477
20431	2.97157	3.0389	3.09482
20432	2.97171	3.03898	3.09486
20433	2.97186	3.03907	3.0949
20434	2.972	3.03916	3.09494
20435	2.97215	3.03924	3.09497
20436	2.9723	3.03934	3.09502
20437	2.97244	3.03943	3.09506
20438	2.97259	3.03951	3.0951
20439	2.97273	3.03959	3.09514
20440	2.97288	3.03969	3.09518
20441	2.97302	3.03978	3.09522
20442	2.97317	3.03987	3.09526
20443	2.97331	3.03995	3.0953
20444	2.97346	3.04005	3.09534
20445	2.9736	3.04013	3.09538
20446	2.97375	3.04021	3.09542
20447	2.9739	3.04031	3.09546
20448	2.97404	3.0404	3.0955
20449	2.97419	3.04048	3.09554
20450	2.97433	3.04057	3.09558
20451	2.97448	3.04066	3.09562
20452	2.97462	3.04074	3.09566
20453	2.97477	3.04082	3.0957
20454	2.97491	3.04092	3.09574
20455	2.97506	3.04101	3.09578
20456	2.9752	3.04109	3.09582
20457	2.97535	3.04118	3.09586
20458	2.9755	3.04126	3.0959
20459	2.97564	3.04136	3.09594
20460	2.97579	3.04145	3.09598
20461	2.97593	3.04153	3.09602
20462	2.97608	3.04162	3.09606
20463	2.97622	3.04171	3.0961
20464	2.97637	3.04181	3.09615
20465	2.97651	3.04189	3.09618
20466	2.97666	3.04198	3.09622
20467	2.9768	3.04207	3.09626
20468	2.97695	3.04215	3.0963
20469	2.9771	3.04224	3.09634
20470	2.97724	3.04232	3.09638
20471	2.97739	3.04242	3.09643
20472	2.97753	3.04251	3.09646
20473	2.97768	3.04259	3.0965
20474	2.97782	3.04268	3.09654
20475	2.97797	3.04276	3.09658
20476	2.97811	3.04284	3.09662
20477	2.97826	3.04294	3.09666
20478	2.9784	3.04303	3.0967
20479	2.97855	3.04312	3.09674
20480	2.9787	3.0432	3.09678
20481	2.97884	3.04329	3.09682
20482	2.97899	3.04339	3.09687
20483	2.97913	3.04348	3.09691
20484	2.97928	3.04355	3.09694
20485	2.97942	3.04364	3.09698
20486	2.97957	3.04373	3.09702
20487	2.97971	3.04383	3.09707
20488	2.97986	3.04391	3.09711
20489	2.98	3.044	3.09715
20490	2.98015	3.04409	3.09719
20491	2.9803	3.04417	3.09722
20492	2.98044	3.04426	3.09726
20493	2.98059	3.04434	3.0973
20494	2.98073	3.04444	3.09735
20495	2.98088	3.04453	3.09739
20496	2.98102	3.04462	3.09743
20497	2.98117	3.0447	3.09747
20498	2.98131	3.04478	3.0975
20499	2.98146	3.04487	3.09754
20500	2.9816	3.04495	3.09758
20501	2.98175	3.04505	3.09763
20502	2.9819	3.04514	3.09767
20503	2.98204	3.04523	3.0977
20504	2.98219	3.04531	3.09774
20505	2.98233	3.04541	3.09779
20506	2.98248	3.0455	3.09783
20507	2.98262	3.04558	3.09786
20508	2.98277	3.04566	3.0979
20509	2.98291	3.04576	3.09795
20510	2.98306	3.04585	3.09799
20511	2.9832	3.04594	3.09803
20512	2.98335	3.04602	3.09807
20513	2.98349	3.04612	3.09811
20514	2.98364	3.0462	3.09815
20515	2.98379	3.04628	3.09819
20516	2.98393	3.04637	3.09823
20517	2.98408	3.04647	3.09827
20518	2.98422	3.04655	3.09831
20519	2.98437	3.04664	3.09835
20520	2.98451	3.04672	3.09839
20521	2.98466	3.04681	3.09842
20522	2.9848	3.04689	3.09846
20523	2.98495	3.04698	3.0985
20524	2.98509	3.04708	3.09855
20525	2.98524	3.04716	3.09859
20526	2.98539	3.04725	3.09863
20527	2.98553	3.04733	3.09867
20528	2.98568	3.04743	3.09871
20529	2.98582	3.04752	3.09875
20530	2.98597	3.04761	3.09879
20531	2.98611	3.04769	3.09883
20532	2.98626	3.04778	3.09887
20533	2.9864	3.04788	3.09891
20534	2.98655	3.04796	3.09895
20535	2.98669	3.04805	3.09899
20536	2.98684	3.04814	3.09903
20537	2.98699	3.04822	3.09907
20538	2.98713	3.0483	3.09911
20539	2.98728	3.04839	3.09915
20540	2.98742	3.04849	3.09919
20541	2.98757	3.04858	3.09923
20542	2.98771	3.04866	3.09927
20543	2.98786	3.04875	3.09931
20544	2.988	3.04883	3.09935
20545	2.98815	3.04891	3.09939
20546	2.98829	3.049	3.09943
20547	2.98844	3.0491	3.09947
20548	2.98859	3.04919	3.09951
20549	2.98873	3.04927	3.09955
20550	2.98888	3.04936	3.09959
20551	2.98902	3.04946	3.09963
20552	2.98917	3.04955	3.09967
20553	2.98931	3.04963	3.09971
20554	2.98946	3.04971	3.09975
20555	2.9896	3.0498	3.09979
20556	2.98975	3.04989	3.09983
20557	2.98989	3.04998	3.09987
20558	2.99004	3.05007	3.09991
20559	2.99019	3.05016	3.09995
20560	2.99033	3.05025	3.09999
20561	2.99048	3.05033	3.10003
20562	2.99062	3.05041	3.10007
20563	2.99077	3.05051	3.10012
20564	2.99091	3.0506	3.10015
20565	2.99106	3.05068	3.10019
20566	2.9912	3.05077	3.10023
20567	2.99135	3.05086	3.10027
20568	2.99149	3.05094	3.10031
20569	2.99164	3.05102	3.10035
20570	2.99179	3.05112	3.10039
20571	2.99193	3.05121	3.10043
20572	2.99208	3.05129	3.10047
20573	2.99222	3.05138	3.10051
20574	2.99237	3.05146	3.10055
20575	2.99251	3.05157	3.1006
20576	2.99266	3.05166	3.10064
20577	2.9928	3.05173	3.10067
20578	2.99295	3.05182	3.10071
20579	2.99309	3.05191	3.10075
20580	2.99324	3.05201	3.1008
20581	2.99339	3.05209	3.10084
20582	2.99353	3.05218	3.10087
20583	2.99368	3.05227	3.10092
20584	2.99382	3.05235	3.10095
20585	2.99397	3.05244	3.10099
20586	2.99411	3.05253	3.10104
20587	2.99426	3.05262	3.10108
20588	2.9944	3.05271	3.10112
20589	2.99455	3.05279	3.10116
20590	2.99469	3.05288	3.10119
20591	2.99484	3.05296	3.10123
20592	2.99498	3.05305	3.10127
20593	2.99513	3.05315	3.10132
20594	2.99528	3.05323	3.10135
20595	2.99542	3.05332	3.10139
20596	2.99557	3.0534	3.10143
20597	2.99571	3.05349	3.10147
20598	2.99586	3.05359	3.10152
20599	2.996	3.05368	3.10156
20600	2.99615	3.05376	3.10159
20601	2.99629	3.05384	3.10163
20602	2.99644	3.05394	3.10168
20603	2.99658	3.05403	3.10172
20604	2.99673	3.05412	3.10176
20605	2.99688	3.0542	3.1018
20606	2.99702	3.05429	3.10184
20607	2.99717	3.05437	3.10188
20608	2.99731	3.05446	3.10191
20609	2.99746	3.05455	3.10195
20610	2.9976	3.05465	3.102
20611	2.99775	3.05473	3.10204
20612	2.99789	3.05482	3.10208
20613	2.99804	3.0549	3.10212
20614	2.99818	3.05498	3.10215
20615	2.99833	3.05507	3.10219
20616	2.99848	3.05515	3.10223
20617	2.99862	3.05525	3.10228
20618	2.99877	3.05534	3.10232
20619	2.99891	3.05543	3.10236
20620	2.99906	3.05551	3.10239
20621	2.9992	3.05561	3.10244
20622	2.99935	3.0557	3.10248
20623	2.99949	3.05578	3.10252
20624	2.99964	3.05586	3.10255
20625	2.99978	3.05595	3.10259
20626	2.99993	3.05605	3.10264
20627	3.00008	3.05614	3.10268
20628	3.00022	3.05623	3.10272
20629	3.00037	3.05632	3.10276
20630	3.00051	3.0564	3.1028
20631	3.00066	3.05648	3.10284
20632	3.0008	3.05657	3.10288
20633	3.00095	3.05666	3.10292
20634	3.00109	3.05675	3.10296
20635	3.00124	3.05684	3.103
20636	3.00138	3.05693	3.10304
20637	3.00153	3.05701	3.10308
20638	3.00168	3.05709	3.10311
20639	3.00182	3.05718	3.10315
20640	3.00197	3.05728	3.1032
20641	3.00211	3.05736	3.10324
20642	3.00226	3.05745	3.10328
20643	3.0024	3.05754	3.10332
20644	3.00255	3.05762	3.10335
20645	3.00269	3.05772	3.1034
20646	3.00284	3.05781	3.10344
20647	3.00298	3.05789	3.10348
20648	3.00313	3.05797	3.10352
20649	3.00328	3.05807	3.10356
20650	3.00342	3.05816	3.1036
20651	3.00357	3.05825	3.10364
20652	3.00371	3.05833	3.10368
20653	3.00386	3.05842	3.10372
20654	3.004	3.05851	3.10376
20655	3.00415	3.05859	3.1038
20656	3.00429	3.05869	3.10384
20657	3.00444	3.05878	3.10388
20658	3.00458	3.05886	3.10392
20659	3.00473	3.05895	3.10396
20660	3.00488	3.05903	3.104
20661	3.00502	3.05912	3.10404
20662	3.00517	3.0592	3.10408
20663	3.00531	3.0593	3.10412
20664	3.00546	3.05939	3.10416
20665	3.0056	3.05947	3.1042
20666	3.00575	3.05956	3.10424
20667	3.00589	3.05964	3.10428
20668	3.00604	3.05974	3.10432
20669	3.00618	3.05983	3.10436
20670	3.00633	3.05991	3.1044
20671	3.00648	3.06	3.10444
20672	3.00662	3.06008	3.10448
20673	3.00677	3.06018	3.10452
20674	3.00691	3.06027	3.10456
20675	3.00706	3.06036	3.1046
20676	3.0072	3.06044	3.10464
20677	3.00735	3.06053	3.10468
20678	3.00749	3.06061	3.10472
20679	3.00764	3.06071	3.10476
20680	3.00778	3.06079	3.1048
20681	3.00793	3.06089	3.10484
20682	3.00807	3.06097	3.10488
20683	3.00822	3.06105	3.10492
20684	3.00837	3.06114	3.10496
20685	3.00851	3.06122	3.105
20686	3.00866	3.06132	3.10504
20687	3.0088	3.06141	3.10508
20688	3.00895	3.0615	3.10512
20689	3.00909	3.06158	3.10516
20690	3.00924	3.06166	3.1052
20691	3.00938	3.06175	3.10524
20692	3.00953	3.06185	3.10528
20693	3.00967	3.06193	3.10532
20694	3.00982	3.06202	3.10536
20695	3.00997	3.06211	3.1054
20696	3.01011	3.06221	3.10544
20697	3.01026	3.06229	3.10548
20698	3.0104	3.06238	3.10552
20699	3.01055	3.06247	3.10556
20700	3.01069	3.06254	3.1056
20701	3.01084	3.06264	3.10564
20702	3.01098	3.06273	3.10568
20703	3.01113	3.06282	3.10572
20704	3.01127	3.06291	3.10577
20705	3.01142	3.06299	3.1058
20706	3.01157	3.06308	3.10584
20707	3.01171	3.06316	3.10588
20708	3.01186	3.06325	3.10592
20709	3.012	3.06335	3.10596
20710	3.01215	3.06343	3.106
20711	3.01229	3.06352	3.10604
20712	3.01244	3.0636	3.10608
20713	3.01258	3.06369	3.10612
20714	3.01273	3.06377	3.10616
20715	3.01287	3.06386	3.1062
20716	3.01302	3.06396	3.10624
20717	3.01317	3.06404	3.10628
20718	3.01331	3.06413	3.10632
20719	3.01346	3.06421	3.10636
20720	3.0136	3.06431	3.10641
20721	3.01375	3.0644	3.10645
20722	3.01389	3.06449	3.10649
20723	3.01404	3.06457	3.10652
20724	3.01418	3.06466	3.10656
20725	3.01433	3.06475	3.1066
20726	3.01447	3.06484	3.10665
20727	3.01462	3.06493	3.10668
20728	3.01477	3.06502	3.10673
20729	3.01491	3.0651	3.10677
20730	3.01506	3.06518	3.1068
20731	3.0152	3.06527	3.10684
