t, c	M(t), рад	E(t), рад	Theta(t), рад	
11555	1.68061	2.20836	2.69085
11556	1.68075	2.20847	2.69091
11557	1.6809	2.20857	2.69097
11558	1.68104	2.20867	2.69102
11559	1.68119	2.20878	2.69108
11560	1.68133	2.20888	2.69113
11561	1.68148	2.20899	2.69119
11562	1.68162	2.20909	2.69125
11563	1.68177	2.2092	2.69131
11564	1.68192	2.2093	2.69136
11565	1.68206	2.2094	2.69142
11566	1.68221	2.20951	2.69148
11567	1.68235	2.20961	2.69153
11568	1.6825	2.20972	2.69159
11569	1.68264	2.20982	2.69165
11570	1.68279	2.20994	2.69171
11571	1.68293	2.21004	2.69176
11572	1.68308	2.21013	2.69181
11573	1.68322	2.21025	2.69187
11574	1.68337	2.21035	2.69193
11575	1.68352	2.21046	2.69199
11576	1.68366	2.21056	2.69204
11577	1.68381	2.21066	2.6921
11578	1.68395	2.21077	2.69216
11579	1.6841	2.21087	2.69221
11580	1.68424	2.21098	2.69227
11581	1.68439	2.21108	2.69232
11582	1.68453	2.21119	2.69238
11583	1.68468	2.21129	2.69244
11584	1.68482	2.21139	2.69249
11585	1.68497	2.2115	2.69255
11586	1.68512	2.2116	2.69261
11587	1.68526	2.21171	2.69267
11588	1.68541	2.21181	2.69272
11589	1.68555	2.21191	2.69277
11590	1.6857	2.21202	2.69283
11591	1.68584	2.21212	2.69289
11592	1.68599	2.21223	2.69295
11593	1.68613	2.21233	2.693
11594	1.68628	2.21244	2.69306
11595	1.68642	2.21254	2.69312
11596	1.68657	2.21264	2.69317
11597	1.68672	2.21275	2.69323
11598	1.68686	2.21285	2.69329
11599	1.68701	2.21296	2.69335
11600	1.68715	2.21306	2.6934
11601	1.6873	2.21316	2.69345
11602	1.68744	2.21327	2.69351
11603	1.68759	2.21337	2.69357
11604	1.68773	2.21348	2.69363
11605	1.68788	2.21358	2.69368
11606	1.68802	2.2137	2.69374
11607	1.68817	2.21379	2.6938
11608	1.68832	2.21389	2.69385
11609	1.68846	2.21401	2.69391
11610	1.68861	2.21411	2.69396
11611	1.68875	2.21422	2.69402
11612	1.6889	2.21432	2.69408
11613	1.68904	2.21442	2.69413
11614	1.68919	2.21453	2.69419
11615	1.68933	2.21463	2.69425
11616	1.68948	2.21474	2.69431
11617	1.68962	2.21484	2.69436
11618	1.68977	2.21494	2.69441
11619	1.68992	2.21505	2.69447
11620	1.69006	2.21515	2.69453
11621	1.69021	2.21526	2.69459
11622	1.69035	2.21536	2.69464
11623	1.6905	2.21546	2.69469
11624	1.69064	2.21557	2.69476
11625	1.69079	2.21567	2.69481
11626	1.69093	2.21578	2.69487
11627	1.69108	2.21588	2.69492
11628	1.69122	2.21598	2.69498
11629	1.69137	2.21609	2.69504
11630	1.69151	2.21619	2.69509
11631	1.69166	2.2163	2.69515
11632	1.69181	2.2164	2.6952
11633	1.69195	2.2165	2.69526
11634	1.6921	2.21661	2.69532
11635	1.69224	2.21671	2.69537
11636	1.69239	2.21682	2.69543
11637	1.69253	2.21692	2.69549
11638	1.69268	2.21702	2.69554
11639	1.69282	2.21713	2.6956
11640	1.69297	2.21723	2.69565
11641	1.69311	2.21734	2.69571
11642	1.69326	2.21744	2.69577
11643	1.69341	2.21754	2.69582
11644	1.69355	2.21765	2.69588
11645	1.6937	2.21775	2.69594
11646	1.69384	2.21787	2.696
11647	1.69399	2.21796	2.69605
11648	1.69413	2.21806	2.6961
11649	1.69428	2.21818	2.69616
11650	1.69442	2.21828	2.69622
11651	1.69457	2.21839	2.69628
11652	1.69471	2.21849	2.69633
11653	1.69486	2.21859	2.69638
11654	1.69501	2.2187	2.69644
11655	1.69515	2.2188	2.6965
11656	1.6953	2.21891	2.69656
11657	1.69544	2.21901	2.69661
11658	1.69559	2.21911	2.69667
11659	1.69573	2.21922	2.69673
11660	1.69588	2.21932	2.69678
11661	1.69602	2.21942	2.69683
11662	1.69617	2.21953	2.69689
11663	1.69631	2.21963	2.69695
11664	1.69646	2.21974	2.69701
11665	1.69661	2.21984	2.69706
11666	1.69675	2.21994	2.69712
11667	1.6969	2.22005	2.69718
11668	1.69704	2.22015	2.69723
11669	1.69719	2.22026	2.69729
11670	1.69733	2.22036	2.69734
11671	1.69748	2.22046	2.6974
11672	1.69762	2.22057	2.69746
11673	1.69777	2.22067	2.69751
11674	1.69791	2.22078	2.69757
11675	1.69806	2.22088	2.69762
11676	1.69821	2.22098	2.69768
11677	1.69835	2.22109	2.69774
11678	1.6985	2.22119	2.69779
11679	1.69864	2.22129	2.69785
11680	1.69879	2.2214	2.69791
11681	1.69893	2.2215	2.69796
11682	1.69908	2.22161	2.69802
11683	1.69922	2.22171	2.69807
11684	1.69937	2.22181	2.69813
11685	1.69951	2.22192	2.69819
11686	1.69966	2.22202	2.69824
11687	1.69981	2.22213	2.6983
11688	1.69995	2.22223	2.69835
11689	1.7001	2.22233	2.69841
11690	1.70024	2.22245	2.69847
11691	1.70039	2.22254	2.69852
11692	1.70053	2.22264	2.69858
11693	1.70068	2.22276	2.69864
11694	1.70082	2.22286	2.69869
11695	1.70097	2.22297	2.69875
11696	1.70111	2.22307	2.6988
11697	1.70126	2.22317	2.69886
11698	1.70141	2.22328	2.69892
11699	1.70155	2.22338	2.69897
11700	1.7017	2.22348	2.69902
11701	1.70184	2.22359	2.69908
11702	1.70199	2.22369	2.69914
11703	1.70213	2.2238	2.6992
11704	1.70228	2.2239	2.69925
11705	1.70242	2.224	2.6993
11706	1.70257	2.22411	2.69936
11707	1.70271	2.22421	2.69942
11708	1.70286	2.22431	2.69947
11709	1.70301	2.22442	2.69953
11710	1.70315	2.22452	2.69959
11711	1.7033	2.22463	2.69965
11712	1.70344	2.22473	2.6997
11713	1.70359	2.22483	2.69975
11714	1.70373	2.22494	2.69981
11715	1.70388	2.22504	2.69987
11716	1.70402	2.22514	2.69992
11717	1.70417	2.22525	2.69998
11718	1.70431	2.22535	2.70003
11719	1.70446	2.22546	2.70009
11720	1.7046	2.22556	2.70015
11721	1.70475	2.22566	2.7002
11722	1.7049	2.22577	2.70026
11723	1.70504	2.22587	2.70031
11724	1.70519	2.22597	2.70037
11725	1.70533	2.22608	2.70043
11726	1.70548	2.22618	2.70048
11727	1.70562	2.22628	2.70054
11728	1.70577	2.22639	2.70059
11729	1.70591	2.22649	2.70065
11730	1.70606	2.2266	2.70071
11731	1.7062	2.2267	2.70076
11732	1.70635	2.2268	2.70082
11733	1.7065	2.22691	2.70088
11734	1.70664	2.22701	2.70093
11735	1.70679	2.22711	2.70098
11736	1.70693	2.22722	2.70104
11737	1.70708	2.22732	2.7011
11738	1.70722	2.22742	2.70115
11739	1.70737	2.22753	2.70121
11740	1.70751	2.22763	2.70126
11741	1.70766	2.22775	2.70132
11742	1.7078	2.22785	2.70138
11743	1.70795	2.22794	2.70143
11744	1.7081	2.22806	2.70149
11745	1.70824	2.22816	2.70154
11746	1.70839	2.22826	2.7016
11747	1.70853	2.22837	2.70166
11748	1.70868	2.22847	2.70171
11749	1.70882	2.22857	2.70176
11750	1.70897	2.22868	2.70182
11751	1.70911	2.22878	2.70188
11752	1.70926	2.22889	2.70194
11753	1.7094	2.22899	2.70199
11754	1.70955	2.22909	2.70204
11755	1.7097	2.2292	2.7021
11756	1.70984	2.2293	2.70216
11757	1.70999	2.2294	2.70221
11758	1.71013	2.22951	2.70227
11759	1.71028	2.22961	2.70233
11760	1.71042	2.22971	2.70238
11761	1.71057	2.22982	2.70244
11762	1.71071	2.22992	2.70249
11763	1.71086	2.23002	2.70255
11764	1.711	2.23013	2.70261
11765	1.71115	2.23023	2.70266
11766	1.7113	2.23033	2.70271
11767	1.71144	2.23044	2.70277
11768	1.71159	2.23054	2.70283
11769	1.71173	2.23065	2.70289
11770	1.71188	2.23075	2.70294
11771	1.71202	2.23085	2.70299
11772	1.71217	2.23096	2.70305
11773	1.71231	2.23106	2.70311
11774	1.71246	2.23116	2.70316
11775	1.7126	2.23127	2.70322
11776	1.71275	2.23137	2.70327
11777	1.7129	2.23147	2.70333
11778	1.71304	2.23158	2.70339
11779	1.71319	2.23168	2.70344
11780	1.71333	2.23178	2.70349
11781	1.71348	2.23189	2.70355
11782	1.71362	2.23199	2.70361
11783	1.71377	2.23209	2.70366
11784	1.71391	2.2322	2.70372
11785	1.71406	2.2323	2.70377
11786	1.7142	2.2324	2.70383
11787	1.71435	2.23251	2.70389
11788	1.7145	2.23261	2.70394
11789	1.71464	2.23272	2.704
11790	1.71479	2.23282	2.70405
11791	1.71493	2.23292	2.70411
11792	1.71508	2.23303	2.70417
11793	1.71522	2.23313	2.70422
11794	1.71537	2.23323	2.70427
11795	1.71551	2.23335	2.70433
11796	1.71566	2.23344	2.70439
11797	1.7158	2.23354	2.70444
11798	1.71595	2.23366	2.7045
11799	1.71609	2.23376	2.70455
11800	1.71624	2.23385	2.70461
11801	1.71639	2.23397	2.70467
11802	1.71653	2.23407	2.70472
11803	1.71668	2.23417	2.70477
11804	1.71682	2.23428	2.70483
11805	1.71697	2.23438	2.70489
11806	1.71711	2.23448	2.70494
11807	1.71726	2.23459	2.705
11808	1.7174	2.23469	2.70505
11809	1.71755	2.23479	2.70511
11810	1.71769	2.2349	2.70517
11811	1.71784	2.235	2.70522
11812	1.71799	2.2351	2.70527
11813	1.71813	2.23521	2.70533
11814	1.71828	2.23531	2.70539
11815	1.71842	2.23541	2.70544
11816	1.71857	2.23552	2.7055
11817	1.71871	2.23562	2.70555
11818	1.71886	2.23572	2.70561
11819	1.719	2.23583	2.70567
11820	1.71915	2.23593	2.70572
11821	1.71929	2.23603	2.70577
11822	1.71944	2.23614	2.70583
11823	1.71959	2.23624	2.70589
11824	1.71973	2.23634	2.70594
11825	1.71988	2.23645	2.706
11826	1.72002	2.23655	2.70605
11827	1.72017	2.23665	2.70611
11828	1.72031	2.23676	2.70617
11829	1.72046	2.23686	2.70622
11830	1.7206	2.23696	2.70627
11831	1.72075	2.23707	2.70633
11832	1.72089	2.23717	2.70639
11833	1.72104	2.23727	2.70644
11834	1.72119	2.23738	2.7065
11835	1.72133	2.23748	2.70655
11836	1.72148	2.23758	2.70661
11837	1.72162	2.23769	2.70667
11838	1.72177	2.23779	2.70672
11839	1.72191	2.23789	2.70677
11840	1.72206	2.238	2.70683
11841	1.7222	2.2381	2.70689
11842	1.72235	2.2382	2.70694
11843	1.72249	2.23831	2.707
11844	1.72264	2.23841	2.70705
11845	1.72279	2.23851	2.70711
11846	1.72293	2.23862	2.70717
11847	1.72308	2.23872	2.70722
11848	1.72322	2.23882	2.70727
11849	1.72337	2.23893	2.70733
11850	1.72351	2.23903	2.70739
11851	1.72366	2.23913	2.70744
11852	1.7238	2.23924	2.7075
11853	1.72395	2.23934	2.70755
11854	1.72409	2.23944	2.70761
11855	1.72424	2.23955	2.70766
11856	1.72439	2.23965	2.70772
11857	1.72453	2.23975	2.70777
11858	1.72468	2.23985	2.70782
11859	1.72482	2.23996	2.70788
11860	1.72497	2.24006	2.70794
11861	1.72511	2.24016	2.70799
11862	1.72526	2.24027	2.70805
11863	1.7254	2.24037	2.7081
11864	1.72555	2.24047	2.70816
11865	1.72569	2.24058	2.70822
11866	1.72584	2.24068	2.70827
11867	1.72599	2.24078	2.70832
11868	1.72613	2.2409	2.70838
11869	1.72628	2.241	2.70844
11870	1.72642	2.24109	2.70849
11871	1.72657	2.24121	2.70855
11872	1.72671	2.24131	2.7086
11873	1.72686	2.24141	2.70866
11874	1.727	2.24152	2.70872
11875	1.72715	2.24162	2.70877
11876	1.72729	2.24172	2.70882
11877	1.72744	2.24183	2.70888
11878	1.72759	2.24193	2.70894
11879	1.72773	2.24203	2.70899
11880	1.72788	2.24213	2.70904
11881	1.72802	2.24224	2.7091
11882	1.72817	2.24234	2.70916
11883	1.72831	2.24244	2.70921
11884	1.72846	2.24255	2.70927
11885	1.7286	2.24265	2.70932
11886	1.72875	2.24275	2.70937
11887	1.72889	2.24286	2.70943
11888	1.72904	2.24296	2.70949
11889	1.72918	2.24306	2.70954
11890	1.72933	2.24317	2.7096
11891	1.72948	2.24327	2.70965
11892	1.72962	2.24337	2.70971
11893	1.72977	2.24348	2.70977
11894	1.72991	2.24358	2.70982
11895	1.73006	2.24368	2.70987
11896	1.7302	2.24378	2.70993
11897	1.73035	2.24389	2.70999
11898	1.73049	2.24399	2.71004
11899	1.73064	2.24409	2.71009
11900	1.73078	2.2442	2.71015
11901	1.73093	2.2443	2.71021
11902	1.73108	2.2444	2.71026
11903	1.73122	2.24451	2.71032
11904	1.73137	2.24461	2.71037
11905	1.73151	2.24471	2.71042
11906	1.73166	2.24482	2.71048
11907	1.7318	2.24492	2.71054
11908	1.73195	2.24502	2.71059
11909	1.73209	2.24512	2.71064
11910	1.73224	2.24523	2.7107
11911	1.73238	2.24533	2.71076
11912	1.73253	2.24543	2.71081
11913	1.73268	2.24554	2.71087
11914	1.73282	2.24564	2.71092
11915	1.73297	2.24574	2.71098
11916	1.73311	2.24585	2.71104
11917	1.73326	2.24595	2.71109
11918	1.7334	2.24605	2.71114
11919	1.73355	2.24615	2.7112
11920	1.73369	2.24626	2.71125
11921	1.73384	2.24636	2.71131
11922	1.73398	2.24646	2.71136
11923	1.73413	2.24657	2.71142
11924	1.73428	2.24667	2.71147
11925	1.73442	2.24677	2.71153
11926	1.73457	2.24688	2.71159
11927	1.73471	2.24698	2.71164
11928	1.73486	2.24708	2.71169
11929	1.735	2.24718	2.71175
11930	1.73515	2.24729	2.71181
11931	1.73529	2.24739	2.71186
11932	1.73544	2.24749	2.71191
11933	1.73558	2.2476	2.71197
11934	1.73573	2.2477	2.71202
11935	1.73588	2.2478	2.71208
11936	1.73602	2.24791	2.71214
11937	1.73617	2.24801	2.71219
11938	1.73631	2.24811	2.71224
11939	1.73646	2.24821	2.7123
11940	1.7366	2.24832	2.71236
11941	1.73675	2.24842	2.71241
11942	1.73689	2.24852	2.71246
11943	1.73704	2.24863	2.71252
11944	1.73718	2.24873	2.71258
11945	1.73733	2.24883	2.71263
11946	1.73748	2.24893	2.71268
11947	1.73762	2.24904	2.71274
11948	1.73777	2.24914	2.71279
11949	1.73791	2.24924	2.71285
11950	1.73806	2.24935	2.71291
11951	1.7382	2.24945	2.71296
11952	1.73835	2.24955	2.71301
11953	1.73849	2.24965	2.71307
11954	1.73864	2.24976	2.71313
11955	1.73878	2.24986	2.71318
11956	1.73893	2.24996	2.71323
11957	1.73908	2.25007	2.71329
11958	1.73922	2.25017	2.71334
11959	1.73937	2.25027	2.7134
11960	1.73951	2.25039	2.71346
11961	1.73966	2.25048	2.71351
11962	1.7398	2.25058	2.71356
11963	1.73995	2.25068	2.71362
11964	1.74009	2.2508	2.71368
11965	1.74024	2.2509	2.71373
11966	1.74038	2.25099	2.71378
11967	1.74053	2.25111	2.71384
11968	1.74068	2.25121	2.7139
11969	1.74082	2.25131	2.71395
11970	1.74097	2.2514	2.714
11971	1.74111	2.25152	2.71406
11972	1.74126	2.25162	2.71411
11973	1.7414	2.25172	2.71417
11974	1.74155	2.25181	2.71422
11975	1.74169	2.25193	2.71428
11976	1.74184	2.25203	2.71433
11977	1.74198	2.25213	2.71439
11978	1.74213	2.25224	2.71445
11979	1.74227	2.25234	2.7145
11980	1.74242	2.25244	2.71455
11981	1.74257	2.25254	2.7146
11982	1.74271	2.25265	2.71466
11983	1.74286	2.25275	2.71472
11984	1.743	2.25285	2.71477
11985	1.74315	2.25296	2.71483
11986	1.74329	2.25306	2.71488
11987	1.74344	2.25316	2.71494
11988	1.74358	2.25326	2.71499
11989	1.74373	2.25337	2.71505
11990	1.74387	2.25347	2.7151
11991	1.74402	2.25357	2.71515
11992	1.74417	2.25368	2.71521
11993	1.74431	2.25378	2.71527
11994	1.74446	2.25388	2.71532
11995	1.7446	2.25398	2.71537
11996	1.74475	2.25409	2.71543
11997	1.74489	2.25419	2.71549
11998	1.74504	2.25429	2.71554
11999	1.74518	2.25439	2.71559
12000	1.74533	2.2545	2.71565
12001	1.74547	2.2546	2.7157
12002	1.74562	2.2547	2.71576
12003	1.74577	2.25481	2.71582
12004	1.74591	2.25491	2.71587
12005	1.74606	2.25501	2.71592
12006	1.7462	2.25511	2.71598
12007	1.74635	2.25522	2.71603
12008	1.74649	2.25532	2.71609
12009	1.74664	2.25542	2.71614
12010	1.74678	2.25552	2.71619
12011	1.74693	2.25563	2.71625
12012	1.74707	2.25573	2.71631
12013	1.74722	2.25583	2.71636
12014	1.74737	2.25594	2.71642
12015	1.74751	2.25604	2.71647
12016	1.74766	2.25614	2.71652
12017	1.7478	2.25624	2.71658
12018	1.74795	2.25635	2.71664
12019	1.74809	2.25645	2.71669
12020	1.74824	2.25655	2.71674
12021	1.74838	2.25665	2.7168
12022	1.74853	2.25676	2.71686
12023	1.74867	2.25686	2.71691
12024	1.74882	2.25696	2.71696
12025	1.74897	2.25706	2.71701
12026	1.74911	2.25717	2.71707
12027	1.74926	2.25727	2.71713
12028	1.7494	2.25737	2.71718
12029	1.74955	2.25748	2.71724
12030	1.74969	2.25758	2.71729
12031	1.74984	2.25768	2.71735
12032	1.74998	2.25778	2.7174
12033	1.75013	2.25789	2.71746
12034	1.75027	2.25799	2.71751
12035	1.75042	2.25809	2.71756
12036	1.75057	2.25819	2.71762
12037	1.75071	2.2583	2.71768
12038	1.75086	2.2584	2.71773
12039	1.751	2.2585	2.71778
12040	1.75115	2.2586	2.71784
12041	1.75129	2.25871	2.71789
12042	1.75144	2.25881	2.71795
12043	1.75158	2.25891	2.718
12044	1.75173	2.25901	2.71805
12045	1.75187	2.25912	2.71811
12046	1.75202	2.25922	2.71817
12047	1.75217	2.25932	2.71822
12048	1.75231	2.25942	2.71827
12049	1.75246	2.25953	2.71833
12050	1.7526	2.25963	2.71838
12051	1.75275	2.25973	2.71844
12052	1.75289	2.25983	2.71849
12053	1.75304	2.25994	2.71855
12054	1.75318	2.26004	2.7186
12055	1.75333	2.26014	2.71865
12056	1.75347	2.26025	2.71871
12057	1.75362	2.26035	2.71877
12058	1.75377	2.26045	2.71882
12059	1.75391	2.26055	2.71887
12060	1.75406	2.26066	2.71893
12061	1.7542	2.26076	2.71899
12062	1.75435	2.26086	2.71904
12063	1.75449	2.26096	2.71909
12064	1.75464	2.26107	2.71915
12065	1.75478	2.26117	2.7192
12066	1.75493	2.26127	2.71926
12067	1.75507	2.26137	2.71931
12068	1.75522	2.26148	2.71937
12069	1.75536	2.26158	2.71942
12070	1.75551	2.26168	2.71947
12071	1.75566	2.26178	2.71953
12072	1.7558	2.26189	2.71959
12073	1.75595	2.26199	2.71964
12074	1.75609	2.26209	2.71969
12075	1.75624	2.26219	2.71975
12076	1.75638	2.2623	2.7198
12077	1.75653	2.2624	2.71986
12078	1.75667	2.2625	2.71991
12079	1.75682	2.2626	2.71996
12080	1.75696	2.26271	2.72002
12081	1.75711	2.26281	2.72008
12082	1.75726	2.26291	2.72013
12083	1.7574	2.26301	2.72018
12084	1.75755	2.26312	2.72024
12085	1.75769	2.26322	2.72029
12086	1.75784	2.26332	2.72035
12087	1.75798	2.26342	2.7204
12088	1.75813	2.26352	2.72045
12089	1.75827	2.26363	2.72051
12090	1.75842	2.26373	2.72056
12091	1.75856	2.26383	2.72062
12092	1.75871	2.26393	2.72067
12093	1.75886	2.26404	2.72073
12094	1.759	2.26414	2.72078
12095	1.75915	2.26424	2.72083
12096	1.75929	2.26434	2.72089
12097	1.75944	2.26445	2.72095
12098	1.75958	2.26455	2.721
12099	1.75973	2.26465	2.72105
12100	1.75987	2.26475	2.72111
12101	1.76002	2.26486	2.72116
12102	1.76016	2.26496	2.72122
12103	1.76031	2.26506	2.72127
12104	1.76046	2.26516	2.72132
12105	1.7606	2.26527	2.72138
12106	1.76075	2.26537	2.72144
12107	1.76089	2.26547	2.72149
12108	1.76104	2.26557	2.72154
12109	1.76118	2.26568	2.7216
12110	1.76133	2.26578	2.72165
12111	1.76147	2.26588	2.72171
12112	1.76162	2.26598	2.72176
12113	1.76176	2.26609	2.72182
12114	1.76191	2.26619	2.72187
12115	1.76206	2.26629	2.72192
12116	1.7622	2.26639	2.72198
12117	1.76235	2.26649	2.72203
12118	1.76249	2.2666	2.72209
12119	1.76264	2.2667	2.72214
12120	1.76278	2.2668	2.72219
12121	1.76293	2.2669	2.72225
12122	1.76307	2.26701	2.72231
12123	1.76322	2.26711	2.72236
12124	1.76336	2.26721	2.72241
12125	1.76351	2.26731	2.72246
12126	1.76366	2.26742	2.72252
12127	1.7638	2.26752	2.72258
12128	1.76395	2.26762	2.72263
12129	1.76409	2.26772	2.72268
12130	1.76424	2.26782	2.72273
12131	1.76438	2.26793	2.72279
12132	1.76453	2.26803	2.72285
12133	1.76467	2.26813	2.7229
12134	1.76482	2.26823	2.72295
12135	1.76496	2.26834	2.72301
12136	1.76511	2.26844	2.72306
12137	1.76526	2.26854	2.72312
12138	1.7654	2.26864	2.72317
12139	1.76555	2.26875	2.72323
12140	1.76569	2.26885	2.72328
12141	1.76584	2.26895	2.72333
12142	1.76598	2.26905	2.72339
12143	1.76613	2.26915	2.72344
12144	1.76627	2.26926	2.7235
12145	1.76642	2.26936	2.72355
12146	1.76656	2.26946	2.7236
12147	1.76671	2.26956	2.72366
12148	1.76685	2.26967	2.72372
12149	1.767	2.26977	2.72377
12150	1.76715	2.26987	2.72382
12151	1.76729	2.26997	2.72387
12152	1.76744	2.27007	2.72393
12153	1.76758	2.27018	2.72399
12154	1.76773	2.27028	2.72404
12155	1.76787	2.27038	2.72409
12156	1.76802	2.27048	2.72415
12157	1.76816	2.27059	2.7242
12158	1.76831	2.27069	2.72426
12159	1.76845	2.27079	2.72431
12160	1.7686	2.27089	2.72436
12161	1.76875	2.27099	2.72442
12162	1.76889	2.2711	2.72447
12163	1.76904	2.2712	2.72453
12164	1.76918	2.2713	2.72458
12165	1.76933	2.2714	2.72463
12166	1.76947	2.27151	2.72469
12167	1.76962	2.27161	2.72474
12168	1.76976	2.27171	2.7248
12169	1.76991	2.27181	2.72485
12170	1.77005	2.27191	2.7249
12171	1.7702	2.27202	2.72496
12172	1.77035	2.27212	2.72501
12173	1.77049	2.27222	2.72507
12174	1.77064	2.27232	2.72512
12175	1.77078	2.27243	2.72518
12176	1.77093	2.27253	2.72523
12177	1.77107	2.27263	2.72528
12178	1.77122	2.27273	2.72534
12179	1.77136	2.27283	2.72539
12180	1.77151	2.27294	2.72545
12181	1.77165	2.27304	2.7255
12182	1.7718	2.27314	2.72555
12183	1.77195	2.27324	2.72561
12184	1.77209	2.27334	2.72566
12185	1.77224	2.27345	2.72572
12186	1.77238	2.27355	2.72577
12187	1.77253	2.27365	2.72582
12188	1.77267	2.27375	2.72588
12189	1.77282	2.27386	2.72594
12190	1.77296	2.27396	2.72599
12191	1.77311	2.27406	2.72604
12192	1.77325	2.27416	2.72609
12193	1.7734	2.27426	2.72615
12194	1.77355	2.27437	2.72621
12195	1.77369	2.27447	2.72626
12196	1.77384	2.27457	2.72631
12197	1.77398	2.27467	2.72636
12198	1.77413	2.27477	2.72642
12199	1.77427	2.27488	2.72648
12200	1.77442	2.27498	2.72653
12201	1.77456	2.27508	2.72658
12202	1.77471	2.27518	2.72663
12203	1.77485	2.27528	2.72669
12204	1.775	2.27539	2.72674
12205	1.77515	2.27549	2.7268
12206	1.77529	2.27559	2.72685
12207	1.77544	2.27569	2.7269
12208	1.77558	2.27579	2.72696
12209	1.77573	2.2759	2.72701
12210	1.77587	2.276	2.72707
12211	1.77602	2.2761	2.72712
12212	1.77616	2.2762	2.72717
12213	1.77631	2.27631	2.72723
12214	1.77645	2.27641	2.72728
12215	1.7766	2.27651	2.72734
12216	1.77675	2.27661	2.72739
12217	1.77689	2.27671	2.72744
12218	1.77704	2.27682	2.7275
12219	1.77718	2.27692	2.72755
12220	1.77733	2.27702	2.72761
12221	1.77747	2.27712	2.72766
12222	1.77762	2.27722	2.72771
12223	1.77776	2.27733	2.72777
12224	1.77791	2.27743	2.72782
12225	1.77805	2.27753	2.72788
12226	1.7782	2.27763	2.72793
12227	1.77835	2.27773	2.72798
12228	1.77849	2.27784	2.72804
12229	1.77864	2.27794	2.72809
12230	1.77878	2.27804	2.72815
12231	1.77893	2.27814	2.7282
12232	1.77907	2.27824	2.72825
12233	1.77922	2.27835	2.72831
12234	1.77936	2.27845	2.72836
12235	1.77951	2.27855	2.72841
12236	1.77965	2.27865	2.72847
12237	1.7798	2.27875	2.72852
12238	1.77994	2.27886	2.72858
12239	1.78009	2.27896	2.72863
12240	1.78024	2.27906	2.72868
12241	1.78038	2.27916	2.72874
12242	1.78053	2.27926	2.72879
12243	1.78067	2.27936	2.72884
12244	1.78082	2.27947	2.7289
12245	1.78096	2.27957	2.72895
12246	1.78111	2.27967	2.72901
12247	1.78125	2.27977	2.72906
12248	1.7814	2.27987	2.72911
12249	1.78154	2.27998	2.72917
12250	1.78169	2.28008	2.72922
12251	1.78184	2.28018	2.72928
12252	1.78198	2.28028	2.72933
12253	1.78213	2.28038	2.72938
12254	1.78227	2.28049	2.72944
12255	1.78242	2.28059	2.72949
12256	1.78256	2.28069	2.72954
12257	1.78271	2.28079	2.7296
12258	1.78285	2.28089	2.72965
12259	1.783	2.281	2.72971
12260	1.78314	2.2811	2.72976
12261	1.78329	2.2812	2.72981
12262	1.78344	2.2813	2.72987
12263	1.78358	2.2814	2.72992
12264	1.78373	2.28151	2.72998
12265	1.78387	2.28161	2.73003
12266	1.78402	2.28171	2.73008
12267	1.78416	2.28181	2.73014
12268	1.78431	2.28191	2.73019
12269	1.78445	2.28201	2.73024
12270	1.7846	2.28212	2.7303
12271	1.78474	2.28222	2.73035
12272	1.78489	2.28232	2.7304
12273	1.78504	2.28242	2.73046
12274	1.78518	2.28252	2.73051
12275	1.78533	2.28263	2.73057
12276	1.78547	2.28273	2.73062
12277	1.78562	2.28283	2.73067
12278	1.78576	2.28293	2.73073
12279	1.78591	2.28303	2.73078
12280	1.78605	2.28313	2.73083
12281	1.7862	2.28324	2.73089
12282	1.78634	2.28334	2.73094
12283	1.78649	2.28344	2.731
12284	1.78664	2.28354	2.73105
12285	1.78678	2.28364	2.7311
12286	1.78693	2.28375	2.73116
12287	1.78707	2.28385	2.73121
12288	1.78722	2.28395	2.73126
12289	1.78736	2.28405	2.73132
12290	1.78751	2.28415	2.73137
12291	1.78765	2.28425	2.73142
12292	1.7878	2.28436	2.73148
12293	1.78794	2.28446	2.73153
12294	1.78809	2.28456	2.73159
12295	1.78824	2.28466	2.73164
12296	1.78838	2.28475	2.73169
12297	1.78853	2.28487	2.73175
12298	1.78867	2.28497	2.7318
12299	1.78882	2.28507	2.73185
12300	1.78896	2.28516	2.73191
12301	1.78911	2.28526	2.73196
12302	1.78925	2.28536	2.73201
12303	1.7894	2.28548	2.73207
12304	1.78954	2.28558	2.73212
12305	1.78969	2.28567	2.73218
12306	1.78984	2.28577	2.73223
12307	1.78998	2.28587	2.73228
12308	1.79013	2.28597	2.73233
12309	1.79027	2.28608	2.73239
12310	1.79042	2.28618	2.73244
12311	1.79056	2.28628	2.7325
12312	1.79071	2.28638	2.73255
12313	1.79085	2.28648	2.7326
12314	1.791	2.28659	2.73266
12315	1.79114	2.28669	2.73271
12316	1.79129	2.28679	2.73277
12317	1.79144	2.28689	2.73282
12318	1.79158	2.28699	2.73287
12319	1.79173	2.28709	2.73292
12320	1.79187	2.2872	2.73298
12321	1.79202	2.2873	2.73303
12322	1.79216	2.2874	2.73309
12323	1.79231	2.2875	2.73314
12324	1.79245	2.2876	2.73319
12325	1.7926	2.2877	2.73324
12326	1.79274	2.28781	2.7333
12327	1.79289	2.28791	2.73335
12328	1.79303	2.28801	2.73341
12329	1.79318	2.28811	2.73346
12330	1.79333	2.28821	2.73351
12331	1.79347	2.28831	2.73356
