t, c	M(t), рад	E(t), рад	Theta(t), рад	
10958	1.59378	2.14517	2.65617
10959	1.59392	2.14527	2.65623
10960	1.59407	2.14538	2.65629
10961	1.59421	2.14549	2.65635
10962	1.59436	2.1456	2.65641
10963	1.5945	2.1457	2.65647
10964	1.59465	2.14581	2.65653
10965	1.59479	2.14592	2.65659
10966	1.59494	2.14603	2.65665
10967	1.59509	2.14613	2.65671
10968	1.59523	2.14624	2.65676
10969	1.59538	2.14635	2.65682
10970	1.59552	2.14645	2.65688
10971	1.59567	2.14656	2.65694
10972	1.59581	2.14667	2.657
10973	1.59596	2.14678	2.65706
10974	1.5961	2.14688	2.65712
10975	1.59625	2.14699	2.65718
10976	1.59639	2.1471	2.65724
10977	1.59654	2.1472	2.6573
10978	1.59669	2.14731	2.65736
10979	1.59683	2.14742	2.65742
10980	1.59698	2.14752	2.65748
10981	1.59712	2.14763	2.65754
10982	1.59727	2.14774	2.6576
10983	1.59741	2.14785	2.65766
10984	1.59756	2.14795	2.65772
10985	1.5977	2.14806	2.65778
10986	1.59785	2.14817	2.65784
10987	1.59799	2.14827	2.65789
10988	1.59814	2.14838	2.65795
10989	1.59829	2.14849	2.65801
10990	1.59843	2.1486	2.65807
10991	1.59858	2.1487	2.65813
10992	1.59872	2.14881	2.65819
10993	1.59887	2.14892	2.65825
10994	1.59901	2.14902	2.65831
10995	1.59916	2.14913	2.65837
10996	1.5993	2.14924	2.65843
10997	1.59945	2.14934	2.65849
10998	1.59959	2.14945	2.65855
10999	1.59974	2.14956	2.65861
11000	1.59989	2.14967	2.65867
11001	1.60003	2.14977	2.65873
11002	1.60018	2.14988	2.65879
11003	1.60032	2.14999	2.65884
11004	1.60047	2.15009	2.6589
11005	1.60061	2.1502	2.65896
11006	1.60076	2.15031	2.65902
11007	1.6009	2.15041	2.65908
11008	1.60105	2.15052	2.65914
11009	1.60119	2.15063	2.6592
11010	1.60134	2.15074	2.65926
11011	1.60149	2.15084	2.65932
11012	1.60163	2.15095	2.65938
11013	1.60178	2.15106	2.65944
11014	1.60192	2.15116	2.6595
11015	1.60207	2.15127	2.65956
11016	1.60221	2.15138	2.65962
11017	1.60236	2.15148	2.65968
11018	1.6025	2.15159	2.65973
11019	1.60265	2.1517	2.65979
11020	1.60279	2.1518	2.65985
11021	1.60294	2.15191	2.65991
11022	1.60308	2.15202	2.65997
11023	1.60323	2.15213	2.66003
11024	1.60338	2.15223	2.66009
11025	1.60352	2.15234	2.66015
11026	1.60367	2.15245	2.66021
11027	1.60381	2.15255	2.66027
11028	1.60396	2.15266	2.66033
11029	1.6041	2.15277	2.66039
11030	1.60425	2.15287	2.66045
11031	1.60439	2.15298	2.6605
11032	1.60454	2.15309	2.66056
11033	1.60468	2.15319	2.66062
11034	1.60483	2.1533	2.66068
11035	1.60498	2.15341	2.66074
11036	1.60512	2.15351	2.6608
11037	1.60527	2.15362	2.66086
11038	1.60541	2.15373	2.66092
11039	1.60556	2.15384	2.66098
11040	1.6057	2.15394	2.66104
11041	1.60585	2.15405	2.6611
11042	1.60599	2.15416	2.66116
11043	1.60614	2.15426	2.66121
11044	1.60628	2.15437	2.66127
11045	1.60643	2.15448	2.66133
11046	1.60658	2.15458	2.66139
11047	1.60672	2.15469	2.66145
11048	1.60687	2.1548	2.66151
11049	1.60701	2.1549	2.66157
11050	1.60716	2.15501	2.66163
11051	1.6073	2.15512	2.66169
11052	1.60745	2.15522	2.66175
11053	1.60759	2.15533	2.66181
11054	1.60774	2.15544	2.66186
11055	1.60788	2.15554	2.66192
11056	1.60803	2.15565	2.66198
11057	1.60818	2.15576	2.66204
11058	1.60832	2.15586	2.6621
11059	1.60847	2.15597	2.66216
11060	1.60861	2.15608	2.66222
11061	1.60876	2.15618	2.66228
11062	1.6089	2.15629	2.66234
11063	1.60905	2.1564	2.6624
11064	1.60919	2.1565	2.66246
11065	1.60934	2.15661	2.66251
11066	1.60948	2.15672	2.66257
11067	1.60963	2.15682	2.66263
11068	1.60978	2.15693	2.66269
11069	1.60992	2.15704	2.66275
11070	1.61007	2.15714	2.66281
11071	1.61021	2.15725	2.66287
11072	1.61036	2.15736	2.66293
11073	1.6105	2.15746	2.66299
11074	1.61065	2.15757	2.66305
11075	1.61079	2.15768	2.6631
11076	1.61094	2.15778	2.66316
11077	1.61108	2.15789	2.66322
11078	1.61123	2.158	2.66328
11079	1.61138	2.1581	2.66334
11080	1.61152	2.15821	2.6634
11081	1.61167	2.15832	2.66346
11082	1.61181	2.15842	2.66352
11083	1.61196	2.15853	2.66358
11084	1.6121	2.15864	2.66363
11085	1.61225	2.15874	2.66369
11086	1.61239	2.15885	2.66375
11087	1.61254	2.15896	2.66381
11088	1.61268	2.15906	2.66387
11089	1.61283	2.15917	2.66393
11090	1.61298	2.15928	2.66399
11091	1.61312	2.15938	2.66405
11092	1.61327	2.15949	2.66411
11093	1.61341	2.1596	2.66416
11094	1.61356	2.1597	2.66422
11095	1.6137	2.15981	2.66428
11096	1.61385	2.15992	2.66434
11097	1.61399	2.16002	2.6644
11098	1.61414	2.16013	2.66446
11099	1.61428	2.16024	2.66452
11100	1.61443	2.16034	2.66458
11101	1.61458	2.16045	2.66464
11102	1.61472	2.16056	2.66469
11103	1.61487	2.16066	2.66475
11104	1.61501	2.16077	2.66481
11105	1.61516	2.16088	2.66487
11106	1.6153	2.16098	2.66493
11107	1.61545	2.16109	2.66499
11108	1.61559	2.16119	2.66505
11109	1.61574	2.1613	2.66511
11110	1.61588	2.16141	2.66517
11111	1.61603	2.16151	2.66522
11112	1.61617	2.16162	2.66528
11113	1.61632	2.16173	2.66534
11114	1.61647	2.16183	2.6654
11115	1.61661	2.16194	2.66546
11116	1.61676	2.16205	2.66552
11117	1.6169	2.16215	2.66558
11118	1.61705	2.16226	2.66564
11119	1.61719	2.16237	2.66569
11120	1.61734	2.16247	2.66575
11121	1.61748	2.16258	2.66581
11122	1.61763	2.16269	2.66587
11123	1.61777	2.16279	2.66593
11124	1.61792	2.1629	2.66599
11125	1.61807	2.163	2.66605
11126	1.61821	2.16311	2.66611
11127	1.61836	2.16322	2.66616
11128	1.6185	2.16332	2.66622
11129	1.61865	2.16343	2.66628
11130	1.61879	2.16354	2.66634
11131	1.61894	2.16364	2.6664
11132	1.61908	2.16375	2.66646
11133	1.61923	2.16386	2.66652
11134	1.61937	2.16396	2.66657
11135	1.61952	2.16407	2.66663
11136	1.61967	2.16418	2.66669
11137	1.61981	2.16428	2.66675
11138	1.61996	2.16439	2.66681
11139	1.6201	2.16449	2.66687
11140	1.62025	2.1646	2.66693
11141	1.62039	2.16471	2.66699
11142	1.62054	2.16481	2.66704
11143	1.62068	2.16492	2.6671
11144	1.62083	2.16503	2.66716
11145	1.62097	2.16513	2.66722
11146	1.62112	2.16524	2.66728
11147	1.62127	2.16534	2.66734
11148	1.62141	2.16545	2.6674
11149	1.62156	2.16556	2.66745
11150	1.6217	2.16566	2.66751
11151	1.62185	2.16577	2.66757
11152	1.62199	2.16588	2.66763
11153	1.62214	2.16598	2.66769
11154	1.62228	2.16609	2.66775
11155	1.62243	2.1662	2.66781
11156	1.62257	2.1663	2.66786
11157	1.62272	2.16641	2.66792
11158	1.62287	2.16651	2.66798
11159	1.62301	2.16662	2.66804
11160	1.62316	2.16673	2.6681
11161	1.6233	2.16683	2.66816
11162	1.62345	2.16694	2.66822
11163	1.62359	2.16705	2.66827
11164	1.62374	2.16715	2.66833
11165	1.62388	2.16726	2.66839
11166	1.62403	2.16736	2.66845
11167	1.62417	2.16747	2.66851
11168	1.62432	2.16758	2.66857
11169	1.62447	2.16768	2.66863
11170	1.62461	2.16779	2.66868
11171	1.62476	2.1679	2.66874
11172	1.6249	2.168	2.6688
11173	1.62505	2.16811	2.66886
11174	1.62519	2.16821	2.66892
11175	1.62534	2.16832	2.66898
11176	1.62548	2.16843	2.66904
11177	1.62563	2.16853	2.66909
11178	1.62577	2.16864	2.66915
11179	1.62592	2.16875	2.66921
11180	1.62607	2.16885	2.66927
11181	1.62621	2.16896	2.66933
11182	1.62636	2.16906	2.66939
11183	1.6265	2.16917	2.66944
11184	1.62665	2.16928	2.6695
11185	1.62679	2.16938	2.66956
11186	1.62694	2.16949	2.66962
11187	1.62708	2.16959	2.66968
11188	1.62723	2.1697	2.66974
11189	1.62737	2.16981	2.66979
11190	1.62752	2.16991	2.66985
11191	1.62766	2.17002	2.66991
11192	1.62781	2.17013	2.66997
11193	1.62796	2.17023	2.67003
11194	1.6281	2.17034	2.67009
11195	1.62825	2.17044	2.67015
11196	1.62839	2.17055	2.6702
11197	1.62854	2.17066	2.67026
11198	1.62868	2.17076	2.67032
11199	1.62883	2.17087	2.67038
11200	1.62897	2.17097	2.67044
11201	1.62912	2.17108	2.6705
11202	1.62926	2.17119	2.67055
11203	1.62941	2.17129	2.67061
11204	1.62956	2.1714	2.67067
11205	1.6297	2.1715	2.67073
11206	1.62985	2.17161	2.67079
11207	1.62999	2.17172	2.67085
11208	1.63014	2.17182	2.6709
11209	1.63028	2.17193	2.67096
11210	1.63043	2.17203	2.67102
11211	1.63057	2.17214	2.67108
11212	1.63072	2.17225	2.67114
11213	1.63086	2.17235	2.6712
11214	1.63101	2.17246	2.67125
11215	1.63116	2.17256	2.67131
11216	1.6313	2.17267	2.67137
11217	1.63145	2.17278	2.67143
11218	1.63159	2.17288	2.67149
11219	1.63174	2.17299	2.67154
11220	1.63188	2.17309	2.6716
11221	1.63203	2.1732	2.67166
11222	1.63217	2.17331	2.67172
11223	1.63232	2.17341	2.67178
11224	1.63246	2.17352	2.67184
11225	1.63261	2.17362	2.67189
11226	1.63276	2.17373	2.67195
11227	1.6329	2.17384	2.67201
11228	1.63305	2.17394	2.67207
11229	1.63319	2.17405	2.67213
11230	1.63334	2.17415	2.67219
11231	1.63348	2.17426	2.67224
11232	1.63363	2.17437	2.6723
11233	1.63377	2.17447	2.67236
11234	1.63392	2.17458	2.67242
11235	1.63406	2.17468	2.67248
11236	1.63421	2.17479	2.67253
11237	1.63436	2.1749	2.67259
11238	1.6345	2.175	2.67265
11239	1.63465	2.17511	2.67271
11240	1.63479	2.17521	2.67277
11241	1.63494	2.17532	2.67283
11242	1.63508	2.17543	2.67288
11243	1.63523	2.17553	2.67294
11244	1.63537	2.17564	2.673
11245	1.63552	2.17574	2.67306
11246	1.63566	2.17585	2.67312
11247	1.63581	2.17596	2.67317
11248	1.63596	2.17606	2.67323
11249	1.6361	2.17617	2.67329
11250	1.63625	2.17627	2.67335
11251	1.63639	2.17638	2.67341
11252	1.63654	2.17648	2.67346
11253	1.63668	2.17659	2.67352
11254	1.63683	2.1767	2.67358
11255	1.63697	2.1768	2.67364
11256	1.63712	2.17691	2.6737
11257	1.63726	2.17701	2.67376
11258	1.63741	2.17712	2.67381
11259	1.63756	2.17723	2.67387
11260	1.6377	2.17733	2.67393
11261	1.63785	2.17744	2.67399
11262	1.63799	2.17754	2.67405
11263	1.63814	2.17765	2.6741
11264	1.63828	2.17775	2.67416
11265	1.63843	2.17786	2.67422
11266	1.63857	2.17797	2.67428
11267	1.63872	2.17807	2.67434
11268	1.63886	2.17818	2.67439
11269	1.63901	2.17828	2.67445
11270	1.63916	2.17839	2.67451
11271	1.6393	2.1785	2.67457
11272	1.63945	2.1786	2.67463
11273	1.63959	2.17871	2.67468
11274	1.63974	2.17881	2.67474
11275	1.63988	2.17892	2.6748
11276	1.64003	2.17902	2.67486
11277	1.64017	2.17913	2.67492
11278	1.64032	2.17924	2.67497
11279	1.64046	2.17934	2.67503
11280	1.64061	2.17945	2.67509
11281	1.64075	2.17955	2.67515
11282	1.6409	2.17966	2.67521
11283	1.64105	2.17976	2.67526
11284	1.64119	2.17987	2.67532
11285	1.64134	2.17998	2.67538
11286	1.64148	2.18008	2.67544
11287	1.64163	2.18019	2.6755
11288	1.64177	2.18029	2.67555
11289	1.64192	2.1804	2.67561
11290	1.64206	2.1805	2.67567
11291	1.64221	2.18061	2.67573
11292	1.64235	2.18072	2.67579
11293	1.6425	2.18082	2.67584
11294	1.64265	2.18093	2.6759
11295	1.64279	2.18103	2.67596
11296	1.64294	2.18114	2.67602
11297	1.64308	2.18124	2.67607
11298	1.64323	2.18135	2.67613
11299	1.64337	2.18146	2.67619
11300	1.64352	2.18156	2.67625
11301	1.64366	2.18167	2.67631
11302	1.64381	2.18177	2.67636
11303	1.64395	2.18188	2.67642
11304	1.6441	2.18198	2.67648
11305	1.64425	2.18209	2.67654
11306	1.64439	2.18219	2.6766
11307	1.64454	2.1823	2.67665
11308	1.64468	2.18241	2.67671
11309	1.64483	2.18251	2.67677
11310	1.64497	2.18262	2.67683
11311	1.64512	2.18272	2.67688
11312	1.64526	2.18283	2.67694
11313	1.64541	2.18293	2.677
11314	1.64555	2.18304	2.67706
11315	1.6457	2.18315	2.67712
11316	1.64585	2.18325	2.67717
11317	1.64599	2.18336	2.67723
11318	1.64614	2.18346	2.67729
11319	1.64628	2.18357	2.67735
11320	1.64643	2.18367	2.6774
11321	1.64657	2.18378	2.67746
11322	1.64672	2.18388	2.67752
11323	1.64686	2.18399	2.67758
11324	1.64701	2.1841	2.67764
11325	1.64715	2.1842	2.67769
11326	1.6473	2.18431	2.67775
11327	1.64745	2.18441	2.67781
11328	1.64759	2.18452	2.67787
11329	1.64774	2.18462	2.67792
11330	1.64788	2.18473	2.67798
11331	1.64803	2.18483	2.67804
11332	1.64817	2.18494	2.6781
11333	1.64832	2.18505	2.67816
11334	1.64846	2.18515	2.67821
11335	1.64861	2.18526	2.67827
11336	1.64875	2.18536	2.67833
11337	1.6489	2.18547	2.67839
11338	1.64905	2.18557	2.67844
11339	1.64919	2.18568	2.6785
11340	1.64934	2.18578	2.67856
11341	1.64948	2.18589	2.67862
11342	1.64963	2.18599	2.67867
11343	1.64977	2.1861	2.67873
11344	1.64992	2.18621	2.67879
11345	1.65006	2.18631	2.67885
11346	1.65021	2.18642	2.67891
11347	1.65035	2.18652	2.67896
11348	1.6505	2.18663	2.67902
11349	1.65065	2.18673	2.67908
11350	1.65079	2.18684	2.67914
11351	1.65094	2.18694	2.67919
11352	1.65108	2.18705	2.67925
11353	1.65123	2.18715	2.67931
11354	1.65137	2.18726	2.67937
11355	1.65152	2.18737	2.67942
11356	1.65166	2.18747	2.67948
11357	1.65181	2.18758	2.67954
11358	1.65195	2.18768	2.6796
11359	1.6521	2.18779	2.67965
11360	1.65225	2.18789	2.67971
11361	1.65239	2.188	2.67977
11362	1.65254	2.1881	2.67983
11363	1.65268	2.18821	2.67988
11364	1.65283	2.18831	2.67994
11365	1.65297	2.18842	2.68
11366	1.65312	2.18852	2.68006
11367	1.65326	2.18863	2.68011
11368	1.65341	2.18874	2.68017
11369	1.65355	2.18884	2.68023
11370	1.6537	2.18895	2.68029
11371	1.65384	2.18905	2.68035
11372	1.65399	2.18916	2.6804
11373	1.65414	2.18926	2.68046
11374	1.65428	2.18937	2.68052
11375	1.65443	2.18947	2.68058
11376	1.65457	2.18958	2.68063
11377	1.65472	2.18968	2.68069
11378	1.65486	2.18979	2.68075
11379	1.65501	2.18989	2.68081
11380	1.65515	2.19	2.68086
11381	1.6553	2.1901	2.68092
11382	1.65544	2.19021	2.68098
11383	1.65559	2.19031	2.68104
11384	1.65574	2.19042	2.68109
11385	1.65588	2.19053	2.68115
11386	1.65603	2.19063	2.68121
11387	1.65617	2.19074	2.68127
11388	1.65632	2.19084	2.68132
11389	1.65646	2.19095	2.68138
11390	1.65661	2.19105	2.68144
11391	1.65675	2.19116	2.68149
11392	1.6569	2.19126	2.68155
11393	1.65704	2.19137	2.68161
11394	1.65719	2.19147	2.68167
11395	1.65734	2.19158	2.68172
11396	1.65748	2.19168	2.68178
11397	1.65763	2.19179	2.68184
11398	1.65777	2.19189	2.6819
11399	1.65792	2.192	2.68195
11400	1.65806	2.1921	2.68201
11401	1.65821	2.19221	2.68207
11402	1.65835	2.19231	2.68213
11403	1.6585	2.19242	2.68218
11404	1.65864	2.19253	2.68224
11405	1.65879	2.19263	2.6823
11406	1.65894	2.19274	2.68236
11407	1.65908	2.19284	2.68241
11408	1.65923	2.19295	2.68247
11409	1.65937	2.19305	2.68253
11410	1.65952	2.19316	2.68259
11411	1.65966	2.19326	2.68264
11412	1.65981	2.19337	2.6827
11413	1.65995	2.19347	2.68276
11414	1.6601	2.19358	2.68281
11415	1.66024	2.19368	2.68287
11416	1.66039	2.19379	2.68293
11417	1.66054	2.19389	2.68299
11418	1.66068	2.194	2.68304
11419	1.66083	2.1941	2.6831
11420	1.66097	2.19421	2.68316
11421	1.66112	2.19431	2.68322
11422	1.66126	2.19442	2.68327
11423	1.66141	2.19452	2.68333
11424	1.66155	2.19463	2.68339
11425	1.6617	2.19473	2.68345
11426	1.66184	2.19484	2.6835
11427	1.66199	2.19494	2.68356
11428	1.66214	2.19505	2.68362
11429	1.66228	2.19515	2.68367
11430	1.66243	2.19526	2.68373
11431	1.66257	2.19536	2.68379
11432	1.66272	2.19547	2.68385
11433	1.66286	2.19557	2.6839
11434	1.66301	2.19568	2.68396
11435	1.66315	2.19578	2.68402
11436	1.6633	2.19589	2.68407
11437	1.66344	2.19599	2.68413
11438	1.66359	2.1961	2.68419
11439	1.66374	2.1962	2.68425
11440	1.66388	2.19631	2.6843
11441	1.66403	2.19641	2.68436
11442	1.66417	2.19652	2.68442
11443	1.66432	2.19662	2.68448
11444	1.66446	2.19673	2.68453
11445	1.66461	2.19683	2.68459
11446	1.66475	2.19694	2.68465
11447	1.6649	2.19704	2.6847
11448	1.66504	2.19715	2.68476
11449	1.66519	2.19725	2.68482
11450	1.66533	2.19736	2.68488
11451	1.66548	2.19746	2.68493
11452	1.66563	2.19757	2.68499
11453	1.66577	2.19767	2.68505
11454	1.66592	2.19778	2.6851
11455	1.66606	2.19788	2.68516
11456	1.66621	2.19799	2.68522
11457	1.66635	2.19809	2.68528
11458	1.6665	2.1982	2.68533
11459	1.66664	2.1983	2.68539
11460	1.66679	2.19841	2.68545
11461	1.66693	2.19851	2.6855
11462	1.66708	2.19862	2.68556
11463	1.66723	2.19872	2.68562
11464	1.66737	2.19883	2.68568
11465	1.66752	2.19893	2.68573
11466	1.66766	2.19904	2.68579
11467	1.66781	2.19914	2.68585
11468	1.66795	2.19925	2.6859
11469	1.6681	2.19935	2.68596
11470	1.66824	2.19946	2.68602
11471	1.66839	2.19956	2.68608
11472	1.66853	2.19967	2.68613
11473	1.66868	2.19977	2.68619
11474	1.66883	2.19988	2.68625
11475	1.66897	2.19998	2.6863
11476	1.66912	2.20009	2.68636
11477	1.66926	2.20019	2.68642
11478	1.66941	2.2003	2.68647
11479	1.66955	2.2004	2.68653
11480	1.6697	2.20051	2.68659
11481	1.66984	2.20061	2.68665
11482	1.66999	2.20072	2.6867
11483	1.67013	2.20082	2.68676
11484	1.67028	2.20093	2.68682
11485	1.67043	2.20103	2.68687
11486	1.67057	2.20114	2.68693
11487	1.67072	2.20124	2.68699
11488	1.67086	2.20135	2.68704
11489	1.67101	2.20145	2.6871
11490	1.67115	2.20156	2.68716
11491	1.6713	2.20166	2.68722
11492	1.67144	2.20177	2.68727
11493	1.67159	2.20187	2.68733
11494	1.67173	2.20198	2.68739
11495	1.67188	2.20208	2.68744
11496	1.67203	2.20219	2.6875
11497	1.67217	2.20229	2.68756
11498	1.67232	2.2024	2.68761
11499	1.67246	2.2025	2.68767
11500	1.67261	2.2026	2.68773
11501	1.67275	2.20271	2.68779
11502	1.6729	2.20281	2.68784
11503	1.67304	2.20292	2.6879
11504	1.67319	2.20302	2.68796
11505	1.67333	2.20313	2.68801
11506	1.67348	2.20323	2.68807
11507	1.67363	2.20334	2.68813
11508	1.67377	2.20344	2.68818
11509	1.67392	2.20355	2.68824
11510	1.67406	2.20365	2.6883
11511	1.67421	2.20376	2.68835
11512	1.67435	2.20386	2.68841
11513	1.6745	2.20397	2.68847
11514	1.67464	2.20407	2.68853
11515	1.67479	2.20418	2.68858
11516	1.67493	2.20428	2.68864
11517	1.67508	2.20439	2.6887
11518	1.67523	2.20449	2.68875
11519	1.67537	2.2046	2.68881
11520	1.67552	2.2047	2.68887
11521	1.67566	2.2048	2.68892
11522	1.67581	2.20491	2.68898
11523	1.67595	2.20501	2.68904
11524	1.6761	2.20512	2.68909
11525	1.67624	2.20522	2.68915
11526	1.67639	2.20533	2.68921
11527	1.67653	2.20543	2.68926
11528	1.67668	2.20554	2.68932
11529	1.67683	2.20564	2.68938
11530	1.67697	2.20575	2.68943
11531	1.67712	2.20585	2.68949
11532	1.67726	2.20596	2.68955
11533	1.67741	2.20606	2.6896
11534	1.67755	2.20617	2.68966
11535	1.6777	2.20627	2.68972
11536	1.67784	2.20637	2.68978
11537	1.67799	2.20648	2.68983
11538	1.67813	2.20658	2.68989
11539	1.67828	2.20669	2.68995
11540	1.67842	2.20679	2.69
11541	1.67857	2.2069	2.69006
11542	1.67872	2.207	2.69012
11543	1.67886	2.20711	2.69017
11544	1.67901	2.20721	2.69023
11545	1.67915	2.20732	2.69029
11546	1.6793	2.20742	2.69034
11547	1.67944	2.20753	2.6904
11548	1.67959	2.20763	2.69046
11549	1.67973	2.20773	2.69051
11550	1.67988	2.20784	2.69057
11551	1.68002	2.20794	2.69063
11552	1.68017	2.20805	2.69068
11553	1.68032	2.20815	2.69074
11554	1.68046	2.20826	2.6908
11555	1.68061	2.20836	2.69085
11556	1.68075	2.20847	2.69091
11557	1.6809	2.20857	2.69097
11558	1.68104	2.20868	2.69102
11559	1.68119	2.20878	2.69108
11560	1.68133	2.20888	2.69114
11561	1.68148	2.20899	2.69119
11562	1.68162	2.20909	2.69125
11563	1.68177	2.2092	2.69131
11564	1.68192	2.2093	2.69136
11565	1.68206	2.20941	2.69142
11566	1.68221	2.20951	2.69148
11567	1.68235	2.20962	2.69153
11568	1.6825	2.20972	2.69159
11569	1.68264	2.20983	2.69165
11570	1.68279	2.20993	2.6917
11571	1.68293	2.21003	2.69176
11572	1.68308	2.21014	2.69182
11573	1.68322	2.21024	2.69187
11574	1.68337	2.21035	2.69193
11575	1.68352	2.21045	2.69199
11576	1.68366	2.21056	2.69204
11577	1.68381	2.21066	2.6921
11578	1.68395	2.21077	2.69216
11579	1.6841	2.21087	2.69221
11580	1.68424	2.21098	2.69227
11581	1.68439	2.21108	2.69233
11582	1.68453	2.21118	2.69238
11583	1.68468	2.21129	2.69244
11584	1.68482	2.21139	2.6925
11585	1.68497	2.2115	2.69255
11586	1.68512	2.2116	2.69261
11587	1.68526	2.21171	2.69266
11588	1.68541	2.21181	2.69272
11589	1.68555	2.21192	2.69278
11590	1.6857	2.21202	2.69283
11591	1.68584	2.21212	2.69289
11592	1.68599	2.21223	2.69295
11593	1.68613	2.21233	2.693
11594	1.68628	2.21244	2.69306
11595	1.68642	2.21254	2.69312
11596	1.68657	2.21265	2.69317
11597	1.68672	2.21275	2.69323
11598	1.68686	2.21285	2.69329
11599	1.68701	2.21296	2.69334
11600	1.68715	2.21306	2.6934
11601	1.6873	2.21317	2.69346
11602	1.68744	2.21327	2.69351
11603	1.68759	2.21338	2.69357
11604	1.68773	2.21348	2.69363
11605	1.68788	2.21359	2.69368
11606	1.68802	2.21369	2.69374
11607	1.68817	2.21379	2.69379
11608	1.68832	2.2139	2.69385
11609	1.68846	2.214	2.69391
11610	1.68861	2.21411	2.69396
11611	1.68875	2.21421	2.69402
11612	1.6889	2.21432	2.69408
11613	1.68904	2.21442	2.69413
11614	1.68919	2.21452	2.69419
11615	1.68933	2.21463	2.69425
11616	1.68948	2.21473	2.6943
11617	1.68962	2.21484	2.69436
11618	1.68977	2.21494	2.69442
11619	1.68992	2.21505	2.69447
11620	1.69006	2.21515	2.69453
11621	1.69021	2.21525	2.69458
11622	1.69035	2.21536	2.69464
11623	1.6905	2.21546	2.6947
11624	1.69064	2.21557	2.69475
11625	1.69079	2.21567	2.69481
11626	1.69093	2.21578	2.69487
11627	1.69108	2.21588	2.69492
11628	1.69122	2.21598	2.69498
11629	1.69137	2.21609	2.69504
11630	1.69151	2.21619	2.69509
11631	1.69166	2.2163	2.69515
11632	1.69181	2.2164	2.6952
11633	1.69195	2.21651	2.69526
11634	1.6921	2.21661	2.69532
11635	1.69224	2.21671	2.69537
11636	1.69239	2.21682	2.69543
11637	1.69253	2.21692	2.69549
11638	1.69268	2.21703	2.69554
11639	1.69282	2.21713	2.6956
11640	1.69297	2.21724	2.69566
11641	1.69311	2.21734	2.69571
11642	1.69326	2.21744	2.69577
11643	1.69341	2.21755	2.69582
11644	1.69355	2.21765	2.69588
11645	1.6937	2.21776	2.69594
11646	1.69384	2.21786	2.69599
11647	1.69399	2.21796	2.69605
11648	1.69413	2.21807	2.69611
11649	1.69428	2.21817	2.69616
11650	1.69442	2.21828	2.69622
11651	1.69457	2.21838	2.69627
11652	1.69471	2.21849	2.69633
11653	1.69486	2.21859	2.69639
11654	1.69501	2.21869	2.69644
11655	1.69515	2.2188	2.6965
11656	1.6953	2.2189	2.69656
11657	1.69544	2.21901	2.69661
11658	1.69559	2.21911	2.69667
11659	1.69573	2.21921	2.69672
11660	1.69588	2.21932	2.69678
11661	1.69602	2.21942	2.69684
11662	1.69617	2.21953	2.69689
11663	1.69631	2.21963	2.69695
11664	1.69646	2.21974	2.69701
11665	1.69661	2.21984	2.69706
11666	1.69675	2.21994	2.69712
11667	1.6969	2.22005	2.69717
11668	1.69704	2.22015	2.69723
11669	1.69719	2.22026	2.69729
11670	1.69733	2.22036	2.69734
11671	1.69748	2.22046	2.6974
11672	1.69762	2.22057	2.69746
11673	1.69777	2.22067	2.69751
11674	1.69791	2.22078	2.69757
11675	1.69806	2.22088	2.69762
11676	1.69821	2.22098	2.69768
11677	1.69835	2.22109	2.69774
11678	1.6985	2.22119	2.69779
11679	1.69864	2.2213	2.69785
11680	1.69879	2.2214	2.6979
11681	1.69893	2.2215	2.69796
11682	1.69908	2.22161	2.69802
11683	1.69922	2.22171	2.69807
11684	1.69937	2.22182	2.69813
11685	1.69951	2.22192	2.69818
11686	1.69966	2.22202	2.69824
11687	1.69981	2.22213	2.6983
11688	1.69995	2.22223	2.69835
11689	1.7001	2.22234	2.69841
11690	1.70024	2.22244	2.69847
11691	1.70039	2.22255	2.69852
11692	1.70053	2.22265	2.69858
11693	1.70068	2.22275	2.69863
11694	1.70082	2.22286	2.69869
11695	1.70097	2.22296	2.69875
11696	1.70111	2.22306	2.6988
11697	1.70126	2.22317	2.69886
11698	1.70141	2.22327	2.69891
11699	1.70155	2.22338	2.69897
11700	1.7017	2.22348	2.69903
11701	1.70184	2.22358	2.69908
11702	1.70199	2.22369	2.69914
11703	1.70213	2.22379	2.69919
11704	1.70228	2.2239	2.69925
11705	1.70242	2.224	2.69931
11706	1.70257	2.2241	2.69936
11707	1.70271	2.22421	2.69942
11708	1.70286	2.22431	2.69947
11709	1.70301	2.22442	2.69953
11710	1.70315	2.22452	2.69959
11711	1.7033	2.22462	2.69964
11712	1.70344	2.22473	2.6997
11713	1.70359	2.22483	2.69975
11714	1.70373	2.22494	2.69981
11715	1.70388	2.22504	2.69987
11716	1.70402	2.22514	2.69992
11717	1.70417	2.22525	2.69998
11718	1.70431	2.22535	2.70003
11719	1.70446	2.22546	2.70009
11720	1.7046	2.22556	2.70015
11721	1.70475	2.22566	2.7002
11722	1.7049	2.22577	2.70026
11723	1.70504	2.22587	2.70031
11724	1.70519	2.22598	2.70037
11725	1.70533	2.22608	2.70043
11726	1.70548	2.22618	2.70048
11727	1.70562	2.22629	2.70054
11728	1.70577	2.22639	2.70059
11729	1.70591	2.22649	2.70065
11730	1.70606	2.2266	2.70071
11731	1.7062	2.2267	2.70076
11732	1.70635	2.22681	2.70082
11733	1.7065	2.22691	2.70087
11734	1.70664	2.22701	2.70093
